0:00:00.041610: Frequency: 0.0, Amplitude: 1.0739166690079033e-36, Offset: 90.00016021728516, Phase Shift: 8.280315785688045e-38, Phase: 130692.2421875
0:00:00.138331: Frequency: 0.0, Amplitude: 9.730324169359933e-37, Offset: 90.00016021728516, Phase Shift: 7.502458931777039e-38, Phase: 130692.8515625
0:00:00.235943: Frequency: 0.0, Amplitude: 8.81610180510713e-37, Offset: 90.00016021728516, Phase Shift: 6.797558160073869e-38, Phase: 130693.4609375
0:00:00.349023: Frequency: 0.0, Amplitude: 7.861261964086795e-37, Offset: 90.00016021728516, Phase Shift: 6.061340049251197e-38, Phase: 130694.1796875
0:00:00.440515: Frequency: 0.0, Amplitude: 7.159937866583967e-37, Offset: 90.00016021728516, Phase Shift: 5.520591863814122e-38, Phase: 130694.765625
0:00:00.561429: Frequency: 0.0, Amplitude: 6.331518913067685e-37, Offset: 90.00016021728516, Phase Shift: 4.881848074169884e-38, Phase: 130695.5234375
0:00:00.649995: Frequency: 0.0, Amplitude: 5.7845636480569135e-37, Offset: 90.00016021728516, Phase Shift: 4.460124498734401e-38, Phase: 130696.078125
0:00:00.760441: Frequency: 0.0, Amplitude: 5.173941003890869e-37, Offset: 90.00016021728516, Phase Shift: 3.989310355236999e-38, Phase: 130696.7734375
0:00:00.854221: Frequency: 0.0, Amplitude: 4.702125380406983e-37, Offset: 90.00016021728516, Phase Shift: 3.6255226240299476e-38, Phase: 130697.3671875
0:00:00.963427: Frequency: 0.0, Amplitude: 4.210079042837824e-37, Offset: 90.00016021728516, Phase Shift: 3.246136198837418e-38, Phase: 130698.0546875
0:00:01.070892: Frequency: 0.0, Amplitude: 3.773403949099627e-37, Offset: 90.00016021728516, Phase Shift: 2.909443133957473e-38, Phase: 130698.7421875
0:00:01.154529: Frequency: 0.0, Amplitude: 3.4687807206145266e-37, Offset: 90.00016021728516, Phase Shift: 2.6745664536775186e-38, Phase: 130699.265625
0:00:01.262733: Frequency: 0.0, Amplitude: 3.105819082878164e-37, Offset: 90.00016021728516, Phase Shift: 2.3947086532121236e-38, Phase: 130699.9453125
0:00:01.352274: Frequency: 0.0, Amplitude: 2.8375134748487856e-37, Offset: 90.00016021728516, Phase Shift: 2.187834400404465e-38, Phase: 130700.5078125
0:00:01.469615: Frequency: 0.0, Amplitude: 2.5169979523239617e-37, Offset: 90.00016021728516, Phase Shift: 1.940704205833069e-38, Phase: 130701.25
0:00:01.576582: Frequency: 0.0, Amplitude: 2.2582359715637754e-37, Offset: 90.00016021728516, Phase Shift: 1.7411885916511195e-38, Phase: 130701.921875
0:00:01.669063: Frequency: 0.0, Amplitude: 2.0567707308284107e-37, Offset: 90.00016021728516, Phase Shift: 1.5858508733748598e-38, Phase: 130702.5078125
0:00:01.761104: Frequency: 0.0, Amplitude: 1.8730906580983794e-37, Offset: 90.00016021728516, Phase Shift: 1.4442264020003292e-38, Phase: 130703.0859375
0:00:01.872115: Frequency: 0.0, Amplitude: 1.6719469312826694e-37, Offset: 90.00016021728516, Phase Shift: 1.2891368536821015e-38, Phase: 130703.796875
0:00:01.956453: Frequency: 0.0, Amplitude: 1.5353975705823533e-37, Offset: 90.00016021728516, Phase Shift: 1.1838519751232136e-38, Phase: 130704.328125
0:00:02.070714: Frequency: 0.0, Amplitude: 1.3677001476170252e-37, Offset: 90.00016021728516, Phase Shift: 1.0545506625738019e-38, Phase: 130705.046875
0:00:02.184835: Frequency: 0.0, Amplitude: 1.2183110814516709e-37, Offset: 90.00016021728516, Phase Shift: 9.39365890624152e-39, Phase: 130705.765625
0:00:02.276317: Frequency: 0.0, Amplitude: 1.1095500298183016e-37, Offset: 90.00016021728516, Phase Shift: 8.555067254549441e-39, Phase: 130706.34375
0:00:02.391751: Frequency: 0.0, Amplitude: 9.873409970825e-38, Offset: 90.00016021728516, Phase Shift: 7.612787924288111e-39, Phase: 130707.0703125
0:00:02.477579: Frequency: 0.0, Amplitude: 9.039054444390575e-38, Offset: 90.00016021728516, Phase Shift: 6.969467213599695e-39, Phase: 130707.6171875
0:00:02.584070: Frequency: 0.0, Amplitude: 8.118182750768735e-38, Offset: 90.00016021728516, Phase Shift: 6.259437689517096e-39, Phase: 130708.28125
0:00:02.693038: Frequency: 0.0, Amplitude: 7.276146987711039e-38, Offset: 90.00016021728516, Phase Shift: 5.610193690219979e-39, Phase: 130708.9609375
0:00:02.779110: Frequency: 0.0, Amplitude: 6.661252737410223e-38, Offset: 90.00016021728516, Phase Shift: 5.1360867755911066e-39, Phase: 130709.515625
0:00:02.893174: Frequency: 0.0, Amplitude: 5.933655414740077e-38, Offset: 90.00016021728516, Phase Shift: 4.575081139294059e-39, Phase: 130710.234375
0:00:02.979510: Frequency: 0.0, Amplitude: 5.432247282390457e-38, Offset: 90.00016021728516, Phase Shift: 4.188475504673021e-39, Phase: 130710.78125
