Time, Frequency, Amplitude, Offset, PhaseShift, Phase
0:00:00.109248, 0.9999984502792358, 0.0, 90.0, 0.0, 5097.61767578125
0:00:00.203139, 0.9596065878868103, 0.0, 90.0, 0.0, 5098.12548828125
0:00:00.296751, 0.9130220413208008, 0.0, 90.0, 0.0, 5098.71044921875
0:00:00.390501, 0.8678200840950012, 0.0, 90.0, 0.0, 5099.27783203125
0:00:00.500057, 0.8261104822158813, 0.0, 90.0, 0.0, 5099.8017578125
0:00:00.578135, 0.7931448817253113, 0.0, 90.0, 0.0, 5100.2158203125
0:00:00.671752, 0.7534976601600647, 0.0, 90.0, 0.0, 5100.7138671875
0:00:00.781301, 0.7172827124595642, 0.0, 90.0, 0.0, 5101.1689453125
0:00:00.859325, 0.6886619329452515, 0.0, 90.0, 0.0, 5101.52880859375
0:00:00.953001, 0.6549020409584045, 0.0, 90.0, 0.0, 5101.95263671875
0:00:01.062514, 0.6227931380271912, 0.0, 90.0, 0.0, 5102.35595703125
0:00:01.140688, 0.5979408621788025, 0.0, 90.0, 0.0, 5102.66796875
0:00:01.234337, 0.5694911479949951, 0.0, 90.0, 0.0, 5103.025390625
0:00:01.328014, 0.5412948131561279, 0.0, 90.0, 0.0, 5103.380859375
0:00:01.421841, 0.5189070701599121, 0.0, 90.0, 0.0, 5103.66162109375
0:00:01.515671, 0.4937148988246918, 0.0, 90.0, 0.0, 5103.978515625
0:00:01.625041, 0.46927207708358765, 0.0, 90.0, 0.0, 5104.28564453125
0:00:01.703146, 0.45054736733436584, 0.0, 90.0, 0.0, 5104.5205078125
0:00:01.796750, 0.4291105270385742, 0.0, 90.0, 0.0, 5104.78955078125
0:00:01.890479, 0.4080744981765747, 0.0, 90.0, 0.0, 5105.0537109375
0:00:01.984337, 0.3909980356693268, 0.0, 90.0, 0.0, 5105.26806640625
0:00:02.078003, 0.3714503347873688, 0.0, 90.0, 0.0, 5105.513671875
0:00:02.187553, 0.35341814160346985, 0.0, 90.0, 0.0, 5105.73974609375
0:00:02.265503, 0.33931514620780945, 0.0, 90.0, 0.0, 5105.9169921875
0:00:02.359250, 0.3228418529033661, 0.0, 90.0, 0.0, 5106.12353515625
0:00:02.452978, 0.3073253035545349, 0.0, 90.0, 0.0, 5106.318359375
0:00:02.546892, 0.2950616180896759, 0.0, 90.0, 0.0, 5106.47265625
0:00:02.640503, 0.28016990423202515, 0.0, 90.0, 0.0, 5106.6591796875
0:00:02.749876, 0.26603075861930847, 0.0, 90.0, 0.0, 5106.8369140625
0:00:02.828001, 0.2550269365310669, 0.0, 90.0, 0.0, 5106.9755859375
0:00:02.921751, 0.24276968836784363, 0.0, 90.0, 0.0, 5107.12939453125
0:00:03.031256, 0.23110157251358032, 0.0, 90.0, 0.0, 5107.27587890625
0:00:03.109397, 0.221880242228508, 0.0, 90.0, 0.0, 5107.3916015625
0:00:03.203002, 0.21132269501686096, 0.0, 90.0, 0.0, 5107.5244140625
0:00:03.296751, 0.20116537809371948, 0.0, 90.0, 0.0, 5107.65234375
0:00:03.406254, 0.1913997083902359, 0.0, 90.0, 0.0, 5107.775390625
0:00:03.484364, 0.1837625503540039, 0.0, 90.0, 0.0, 5107.87158203125
0:00:03.578001, 0.1749299317598343, 0.0, 90.0, 0.0, 5107.98291015625
0:00:03.687565, 0.16627004742622375, 0.0, 90.0, 0.0, 5108.09228515625
0:00:03.765674, 0.15923242270946503, 0.0, 90.0, 0.0, 5108.1806640625
0:00:03.874877, 0.15112024545669556, 0.0, 90.0, 0.0, 5108.28271484375
0:00:03.953003, 0.14472338557243347, 0.0, 90.0, 0.0, 5108.36279296875
0:00:04.046894, 0.1386677324771881, 0.0, 90.0, 0.0, 5108.43896484375
0:00:04.140602, 0.13186906278133392, 0.0, 90.0, 0.0, 5108.5244140625
0:00:04.234234, 0.12559443712234497, 0.0, 90.0, 0.0, 5108.60302734375
0:00:04.328114, 0.11961836367845535, 0.0, 90.0, 0.0, 5108.67822265625
0:00:04.437552, 0.11386920511722565, 0.0, 90.0, 0.0, 5108.75048828125
0:00:04.515502, 0.1093807965517044, 0.0, 90.0, 0.0, 5108.806640625
0:00:04.609388, 0.10407084971666336, 0.0, 90.0, 0.0, 5108.87353515625
0:00:04.703003, 0.09911920875310898, 0.0, 90.0, 0.0, 5108.935546875
0:00:04.812517, 0.09440289437770844, 0.0, 90.0, 0.0, 5108.99462890625
0:00:04.890638, 0.09059008210897446, 0.0, 90.0, 0.0, 5109.0419921875
0:00:04.984241, 0.08627985417842865, 0.0, 90.0, 0.0, 5109.0966796875
0:00:05.078002, 0.08213303238153458, 0.0, 90.0, 0.0, 5109.1484375
0:00:05.187518, 0.07818550616502762, 0.0, 90.0, 0.0, 5109.1982421875
0:00:05.265689, 0.07506554573774338, 0.0, 90.0, 0.0, 5109.23779296875
