Time, Frequency, Amplitude, Offset, PhaseShift, Phase
0:00:00.120022, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:00.216027, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:00.344008, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:00.472002, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:00.576012, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:00.688002, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:00.787926, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:00.907921, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:01.019927, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:01.139950, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:01.259949, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:01.363926, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:01.475927, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:01.594475, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:01.722877, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:01.837057, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:01.942388, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:02.041378, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:02.151442, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:02.246409, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:02.364682, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:02.476669, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:02.588670, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:02.700672, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:02.812673, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:02.924672, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:03.052671, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:03.156674, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:03.268673, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:03.372675, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:03.484673, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:03.612676, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:03.708675, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:03.836678, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:03.948685, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:04.052675, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:04.172680, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:04.276694, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:04.403217, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:04.512821, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:04.615337, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:04.735352, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:04.847355, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:04.962578, 0.0, 90.0, 0.0, 0.0, 0.0
0:00:05.074385, 0.0, 90.0, 0.0, 0.0, 0.0
