0:00:00.104062: Frequency: 0.0, Amplitude: 2.1019476964872256e-44, Offset: 90.0, Phase Shift: 2.1019476964872256e-44, Phase: 105924.2265625
0:00:00.211358: Frequency: 0.0, Amplitude: 2.1019476964872256e-44, Offset: 90.0, Phase Shift: 2.1019476964872256e-44, Phase: 105924.8984375
0:00:00.324333: Frequency: 0.0, Amplitude: 2.1019476964872256e-44, Offset: 90.0, Phase Shift: 2.1019476964872256e-44, Phase: 105925.625
0:00:00.426938: Frequency: 0.0, Amplitude: 2.1019476964872256e-44, Offset: 90.0, Phase Shift: 2.1019476964872256e-44, Phase: 105926.265625
0:00:00.519122: Frequency: 0.0, Amplitude: 1.961817850054744e-44, Offset: 90.0, Phase Shift: 1.961817850054744e-44, Phase: 105926.8515625
0:00:00.634092: Frequency: 0.0, Amplitude: 1.961817850054744e-44, Offset: 90.0, Phase Shift: 1.961817850054744e-44, Phase: 105927.5703125
0:00:00.722592: Frequency: 0.0, Amplitude: 1.961817850054744e-44, Offset: 90.0, Phase Shift: 1.961817850054744e-44, Phase: 105928.125
0:00:00.838763: Frequency: 0.0, Amplitude: 1.961817850054744e-44, Offset: 90.0, Phase Shift: 1.961817850054744e-44, Phase: 105928.8515625
0:00:00.919781: Frequency: 0.0, Amplitude: 1.961817850054744e-44, Offset: 90.0, Phase Shift: 1.961817850054744e-44, Phase: 105929.359375
0:00:01.027993: Frequency: 0.0, Amplitude: 1.961817850054744e-44, Offset: 90.0, Phase Shift: 1.961817850054744e-44, Phase: 105930.046875
0:00:01.127649: Frequency: 0.0, Amplitude: 1.8216880036222622e-44, Offset: 90.0, Phase Shift: 1.8216880036222622e-44, Phase: 105930.6796875
0:00:01.220745: Frequency: 0.0, Amplitude: 1.6815581571897805e-44, Offset: 90.0, Phase Shift: 1.6815581571897805e-44, Phase: 105931.265625
0:00:01.334743: Frequency: 0.0, Amplitude: 1.6815581571897805e-44, Offset: 90.0, Phase Shift: 1.6815581571897805e-44, Phase: 105931.984375
0:00:01.444050: Frequency: 0.0, Amplitude: 1.6815581571897805e-44, Offset: 90.0, Phase Shift: 1.6815581571897805e-44, Phase: 105932.671875
0:00:01.530635: Frequency: 0.0, Amplitude: 1.6815581571897805e-44, Offset: 90.0, Phase Shift: 1.6815581571897805e-44, Phase: 105933.2265625
0:00:01.628388: Frequency: 0.0, Amplitude: 1.6815581571897805e-44, Offset: 90.0, Phase Shift: 1.6815581571897805e-44, Phase: 105933.84375
0:00:01.741395: Frequency: 0.0, Amplitude: 1.6815581571897805e-44, Offset: 90.0, Phase Shift: 1.6815581571897805e-44, Phase: 105934.5546875
0:00:01.837163: Frequency: 0.0, Amplitude: 1.6815581571897805e-44, Offset: 90.0, Phase Shift: 1.6815581571897805e-44, Phase: 105935.15625
0:00:01.934701: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.0, Phase Shift: 1.5414283107572988e-44, Phase: 105935.78125
0:00:02.051720: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.0, Phase Shift: 1.5414283107572988e-44, Phase: 105936.515625
0:00:02.147978: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.0, Phase Shift: 1.5414283107572988e-44, Phase: 105937.1171875
0:00:02.238878: Frequency: 0.0, Amplitude: 1.5414283107572988e-44, Offset: 90.0, Phase Shift: 1.5414283107572988e-44, Phase: 105937.6953125
