Time, Frequency, Amplitude, Offset, PhaseShift, Phase
0:00:00.078023, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:00.187559, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:00.281335, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:00.374899, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:00.468650, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:00.578176, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:00.671965, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:00.750015, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:00.843778, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:00.937491, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:01.046932, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:01.140675, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:01.203169, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:01.312533, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:01.406345, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:01.500095, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:01.593836, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:01.687464, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:01.796962, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:01.890718, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:01.984466, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:02.046774, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:02.156258, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:02.250095, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:02.343657, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:02.453216, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:02.546921, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:02.625056, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:02.718800, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:02.812405, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:02.906298, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:02.999903, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:03.109431, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:03.187540, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:03.281295, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:03.375054, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:03.468777, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:03.578174, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:03.671921, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:03.765677, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:03.859437, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:03.937549, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:04.031294, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:04.125047, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:04.218654, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:04.328171, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:04.421928, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:04.515679, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:04.593801, 0.0, 0.0, 90.0, 0.0, 0.0
0:00:04.687550, 0.0, 0.0, 90.0, 0.0, 0.0
