0:00:00.046880: Frequency: 2.5223372357846707e-44, Amplitude: 1.2611686178923354e-44, Offset: 89.9998550415039, Phase Shift: 1.2611686178923354e-44, Phase: 4390.46630859375
0:18:21.398576: Frequency: 0.9875050783157349, Amplitude: 89.99992370605469, Offset: 1.1267016101568564e-13, Phase Shift: 1.2611686178923354e-44, Phase: 6711.20703125
0:18:21.476691: Frequency: 0.9697511196136475, Amplitude: 89.99992370605469, Offset: 1.0809800591541491e-13, Phase Shift: 1.2611686178923354e-44, Phase: 6711.7138671875
0:18:21.570452: Frequency: 0.9523062109947205, Amplitude: 89.99992370605469, Offset: 1.0360545158339535e-13, Phase Shift: 1.2611686178923354e-44, Phase: 6712.22314453125
0:18:21.648577: Frequency: 0.9349960088729858, Amplitude: 89.99992370605469, Offset: 9.914756461584101e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6712.74169921875
0:18:21.773569: Frequency: 0.9123551249504089, Amplitude: 89.99992370605469, Offset: 9.331689473880342e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6713.4404296875
0:18:21.867326: Frequency: 0.8965860605239868, Amplitude: 89.99992370605469, Offset: 8.925590708154171e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6713.94287109375
0:18:21.945449: Frequency: 0.8813343644142151, Amplitude: 89.99992370605469, Offset: 8.532815431875132e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6714.44189453125
0:18:22.023608: Frequency: 0.8677264451980591, Amplitude: 89.99992370605469, Offset: 8.182372151794431e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6714.89990234375
0:18:22.164196: Frequency: 0.8475181460380554, Amplitude: 89.99992370605469, Offset: 7.661949687990527e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6715.6025390625
0:18:22.242314: Frequency: 0.8355904817581177, Amplitude: 89.99992370605469, Offset: 7.354778271866438e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6716.0322265625
0:18:22.320454: Frequency: 0.823581874370575, Amplitude: 89.99992370605469, Offset: 7.045521121813031e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6716.4765625
0:18:22.414202: Frequency: 0.8120781779289246, Amplitude: 89.99992370605469, Offset: 6.749267621565871e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6716.9150390625
0:18:22.507943: Frequency: 0.8004170656204224, Amplitude: 89.99992370605469, Offset: 6.448960560446332e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6717.37255859375
0:18:22.586077: Frequency: 0.7895199060440063, Amplitude: 89.99992370605469, Offset: 6.168327702999257e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6717.8134765625
0:18:22.726687: Frequency: 0.7740564346313477, Amplitude: 89.99992370605469, Offset: 5.770098212166258e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6718.4638671875
0:18:22.804825: Frequency: 0.7656211256980896, Amplitude: 89.99992370605469, Offset: 5.552865432007989e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6718.83251953125
0:18:22.882944: Frequency: 0.7565544843673706, Amplitude: 89.99992370605469, Offset: 5.3193730073942264e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6719.23974609375
0:18:22.992332: Frequency: 0.7451998591423035, Amplitude: 89.99992370605469, Offset: 5.026960293343097e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6719.76953125
0:18:23.086071: Frequency: 0.7366099953651428, Amplitude: 89.99992370605469, Offset: 4.8057464583327325e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6720.18505859375
0:18:23.164200: Frequency: 0.7297669649124146, Amplitude: 89.99992370605469, Offset: 4.62951989840376e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6720.52685546875
0:18:23.289189: Frequency: 0.7186774611473083, Amplitude: 89.99992370605469, Offset: 4.3439342699075e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6721.10205078125
0:18:23.367841: Frequency: 0.7113372087478638, Amplitude: 89.99992370605469, Offset: 4.1549026046951154e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6721.49853515625
0:18:23.462013: Frequency: 0.704552948474884, Amplitude: 89.99992370605469, Offset: 3.980188845609939e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6721.87744140625
0:18:23.540132: Frequency: 0.697902500629425, Amplitude: 89.99992370605469, Offset: 3.8089211553673716e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6722.26171875
0:18:23.665143: Frequency: 0.6894872784614563, Amplitude: 89.99992370605469, Offset: 3.5922057429332854e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6722.76806640625
0:18:23.743280: Frequency: 0.6836219429969788, Amplitude: 89.99992370605469, Offset: 3.441157067954857e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6723.13525390625
0:18:23.837904: Frequency: 0.6776106357574463, Amplitude: 89.99993133544922, Offset: 3.286347905503799e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6723.525390625
0:18:23.931777: Frequency: 0.6705337762832642, Amplitude: 89.99993133544922, Offset: 3.104099280133027e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6724.0048828125
0:18:24.025519: Frequency: 0.6655244827270508, Amplitude: 89.99993133544922, Offset: 2.97509514582666e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6724.3583984375
0:18:24.119294: Frequency: 0.6607797741889954, Amplitude: 89.99993133544922, Offset: 2.852905222174365e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6724.705078125
0:18:24.197404: Frequency: 0.6565542817115784, Amplitude: 89.99993133544922, Offset: 2.7440855441878895e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6725.0244140625
0:18:24.322403: Frequency: 0.6499813199043274, Amplitude: 89.99993133544922, Offset: 2.5748124471295167e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6725.54248046875
0:18:24.384906: Frequency: 0.646315336227417, Amplitude: 89.99993133544922, Offset: 2.4804023242351418e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6725.84423828125
0:18:24.478643: Frequency: 0.642265260219574, Amplitude: 89.99993133544922, Offset: 2.3761013976156785e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6726.18896484375
0:18:24.556759: Frequency: 0.6382048726081848, Amplitude: 89.99993133544922, Offset: 2.2715338250244195e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6726.5478515625
0:18:24.681769: Frequency: 0.6328060626983643, Amplitude: 89.99993133544922, Offset: 2.132499295963257e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6727.0478515625
0:18:24.775533: Frequency: 0.6293647289276123, Amplitude: 89.99993133544922, Offset: 2.0438742386920394e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6727.38134765625
0:18:24.853645: Frequency: 0.6260663270950317, Amplitude: 89.99993133544922, Offset: 1.958930725422768e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6727.712890625
0:18:24.947408: Frequency: 0.6227933168411255, Amplitude: 89.99993133544922, Offset: 1.8746409521821876e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6728.0546875
0:18:25.072406: Frequency: 0.6182681322097778, Amplitude: 89.99993133544922, Offset: 1.7581031099803308e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6728.55078125
0:18:25.150529: Frequency: 0.615364134311676, Amplitude: 89.99993133544922, Offset: 1.683316877001354e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6728.88427734375
0:18:25.244282: Frequency: 0.6125196814537048, Amplitude: 89.99993133544922, Offset: 1.6100651289096234e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6729.22412109375
0:18:25.338023: Frequency: 0.6097379326820374, Amplitude: 89.99993133544922, Offset: 1.538426978582412e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6729.5703125
0:18:25.416155: Frequency: 0.6072844862937927, Amplitude: 89.99993133544922, Offset: 1.475243911134693e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6729.8876953125
0:18:25.509902: Frequency: 0.6048195958137512, Amplitude: 89.99993133544922, Offset: 1.4117663303312138e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6730.21923828125
0:18:25.634909: Frequency: 0.6015687584877014, Amplitude: 89.99993133544922, Offset: 1.3280472878904933e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6730.67822265625
0:18:25.713023: Frequency: 0.5992742776870728, Amplitude: 89.99993133544922, Offset: 1.2689571683472019e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6731.01806640625
0:18:25.806788: Frequency: 0.5971059203147888, Amplitude: 89.99993133544922, Offset: 1.2131160130796938e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6731.35302734375
0:18:25.884900: Frequency: 0.5951020121574402, Amplitude: 89.99993133544922, Offset: 1.1615100225484572e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6731.67529296875
0:18:25.978653: Frequency: 0.5931834578514099, Amplitude: 89.99993133544922, Offset: 1.1121008119659246e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6731.99658203125
0:18:26.056765: Frequency: 0.5913676619529724, Amplitude: 89.99993133544922, Offset: 1.0653386640468564e-14, Phase Shift: 1.2611686178923354e-44, Phase: 6732.31298828125
0:18:26.181774: Frequency: 0.588776171207428, Amplitude: 89.99993133544922, Offset: 9.986005146162165e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6732.7880859375
0:18:26.259923: Frequency: 0.5870697498321533, Amplitude: 89.99993133544922, Offset: 9.546555982797161e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6733.1171875
0:18:26.353654: Frequency: 0.5854929089546204, Amplitude: 89.99993133544922, Offset: 9.140464670960927e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6733.43408203125
0:18:26.447416: Frequency: 0.5839830040931702, Amplitude: 89.99993133544922, Offset: 8.751629114326157e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6733.75048828125
0:18:26.525532: Frequency: 0.5825207829475403, Amplitude: 89.99993133544922, Offset: 8.375068759162996e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6734.06982421875
0:18:26.619316: Frequency: 0.5810418128967285, Amplitude: 89.99993133544922, Offset: 7.994193618166522e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6734.40625
0:18:26.744296: Frequency: 0.5792457461357117, Amplitude: 89.99993133544922, Offset: 7.531649254461682e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6734.8369140625
0:18:26.838028: Frequency: 0.5780016779899597, Amplitude: 89.99993133544922, Offset: 7.211261583261585e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6735.1494140625
0:18:26.916142: Frequency: 0.5767968893051147, Amplitude: 89.99993133544922, Offset: 6.900982826770494e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6735.46484375
0:18:26.994281: Frequency: 0.5756044983863831, Amplitude: 89.99993133544922, Offset: 6.593916442731865e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6735.79052734375
0:18:27.119264: Frequency: 0.5741229057312012, Amplitude: 89.99993133544922, Offset: 6.212370875157639e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6736.216796875
0:18:27.213014: Frequency: 0.573073148727417, Amplitude: 89.99993133544922, Offset: 5.942031839711957e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6736.53369140625
0:18:27.291135: Frequency: 0.5721142888069153, Amplitude: 89.99993133544922, Offset: 5.695087007236491e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6736.8359375
0:18:27.384894: Frequency: 0.571216881275177, Amplitude: 89.99993133544922, Offset: 5.463975761644049e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6737.130859375
0:18:27.463024: Frequency: 0.5702832341194153, Amplitude: 89.99993133544922, Offset: 5.223525130775182e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6737.44970703125
0:18:27.588015: Frequency: 0.5691193342208862, Amplitude: 89.99993133544922, Offset: 4.92379108744446e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6737.86865234375
0:18:27.666136: Frequency: 0.5683247447013855, Amplitude: 89.99993133544922, Offset: 4.719162326947924e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6738.1689453125
0:18:27.744267: Frequency: 0.5675901174545288, Amplitude: 89.99993133544922, Offset: 4.529970741915098e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6738.4580078125
0:18:27.869258: Frequency: 0.5664881467819214, Amplitude: 89.99993133544922, Offset: 4.2461888700800164e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6738.9140625
0:18:27.963018: Frequency: 0.5657867789268494, Amplitude: 89.99993133544922, Offset: 4.065565446825141e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6739.2197265625
0:18:28.056763: Frequency: 0.5651152729988098, Amplitude: 89.99993133544922, Offset: 3.89262545943481e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6739.525390625
0:18:28.134887: Frequency: 0.5644501447677612, Amplitude: 89.99993133544922, Offset: 3.721328292445678e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6739.84130859375
0:18:28.228634: Frequency: 0.5638071894645691, Amplitude: 89.99993133544922, Offset: 3.555749021366987e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6740.16015625
0:18:28.322384: Frequency: 0.5632198452949524, Amplitude: 89.99993133544922, Offset: 3.4044873599539715e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6740.46484375
0:18:28.447396: Frequency: 0.5624043941497803, Amplitude: 89.99993133544922, Offset: 3.1944712581546617e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6740.91064453125
0:18:28.509906: Frequency: 0.5619678497314453, Amplitude: 89.99993133544922, Offset: 3.0820401281426253e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6741.16162109375
0:18:28.619276: Frequency: 0.5612984299659729, Amplitude: 89.99993133544922, Offset: 2.9096593942557186e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6741.56396484375
0:18:28.713017: Frequency: 0.5608178377151489, Amplitude: 89.99993133544922, Offset: 2.7858860695634735e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6741.8671875
0:18:28.806775: Frequency: 0.5603365302085876, Amplitude: 89.99993133544922, Offset: 2.6619289387216742e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6742.18408203125
0:18:28.884901: Frequency: 0.5598816871643066, Amplitude: 89.99993133544922, Offset: 2.5447868232152462e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6742.49755859375
0:18:28.994301: Frequency: 0.5593052506446838, Amplitude: 89.99993133544922, Offset: 2.396327570308222e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6742.916015625
0:18:29.088027: Frequency: 0.5589184761047363, Amplitude: 89.99993133544922, Offset: 2.2967361892271398e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6743.21142578125
0:18:29.181771: Frequency: 0.558530330657959, Amplitude: 89.99993133544922, Offset: 2.1967907483741054e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6743.5205078125
0:18:29.275532: Frequency: 0.5581549406051636, Amplitude: 89.99993133544922, Offset: 2.100117819312788e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6743.8330078125
0:18:29.353650: Frequency: 0.5578120350837708, Amplitude: 89.99993133544922, Offset: 2.0118078582979492e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6744.130859375
0:18:29.447410: Frequency: 0.557479739189148, Amplitude: 89.99993133544922, Offset: 1.9262280962303478e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6744.43212890625
0:18:29.556786: Frequency: 0.5570541620254517, Amplitude: 89.99993133544922, Offset: 1.8166319854927716e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6744.837890625
0:18:29.634897: Frequency: 0.5567471981048584, Amplitude: 89.99993133544922, Offset: 1.7375775534925805e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6745.14599609375
0:18:29.728640: Frequency: 0.5564535856246948, Amplitude: 89.99993133544922, Offset: 1.6619646163570836e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6745.45361328125
0:18:29.791154: Frequency: 0.5561916828155518, Amplitude: 89.99993133544922, Offset: 1.5945220531516833e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6745.740234375
0:18:29.931772: Frequency: 0.5558097958564758, Amplitude: 89.99993133544922, Offset: 1.4961607756682513e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6746.1806640625
0:18:30.025518: Frequency: 0.5555683374404907, Amplitude: 89.99993133544922, Offset: 1.4339814634388524e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6746.47412109375
0:18:30.119266: Frequency: 0.5553233027458191, Amplitude: 89.99993133544922, Offset: 1.3708783559013542e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6746.78466796875
0:18:30.181760: Frequency: 0.5551228523254395, Amplitude: 89.99993133544922, Offset: 1.3192674737548473e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6747.0498046875
0:18:30.306757: Frequency: 0.5548092722892761, Amplitude: 89.99993133544922, Offset: 1.2385177053107267e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6747.48583984375
0:18:30.400531: Frequency: 0.554604709148407, Amplitude: 89.99993133544922, Offset: 1.1858336324200485e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6747.78564453125
0:18:30.478646: Frequency: 0.5544110536575317, Amplitude: 89.99993133544922, Offset: 1.1359706027602007e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6748.08203125
0:18:30.572389: Frequency: 0.5542169809341431, Amplitude: 89.99993133544922, Offset: 1.0859822122241593e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6748.39208984375
0:18:30.650913: Frequency: 0.5540417432785034, Amplitude: 89.99993133544922, Offset: 1.04084964981649e-15, Phase Shift: 1.2611686178923354e-44, Phase: 6748.6845703125
0:18:30.776034: Frequency: 0.5538000464439392, Amplitude: 89.99993133544922, Offset: 9.78622162588216e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6749.109375
0:18:30.869786: Frequency: 0.5536383986473083, Amplitude: 89.99993133544922, Offset: 9.36993563725101e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6749.40869140625
0:18:30.947897: Frequency: 0.5534783005714417, Amplitude: 89.99993133544922, Offset: 8.957611645230641e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6749.71826171875
0:18:31.041672: Frequency: 0.5533235669136047, Amplitude: 89.99993133544922, Offset: 8.559051938603155e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6750.03125
0:18:31.166659: Frequency: 0.5531280636787415, Amplitude: 89.99993133544922, Offset: 8.055583495689079e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6750.4482421875
0:18:31.244787: Frequency: 0.5529965162277222, Amplitude: 89.99993133544922, Offset: 7.716853961290901e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6750.74365234375
0:18:31.338555: Frequency: 0.5528690218925476, Amplitude: 89.99993133544922, Offset: 7.388594283516377e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6751.04248046875
0:18:31.416661: Frequency: 0.5527413487434387, Amplitude: 89.99993133544922, Offset: 7.059845973610406e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6751.35498046875
0:18:31.510412: Frequency: 0.5526220202445984, Amplitude: 89.99993133544922, Offset: 6.752613888751471e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6751.66064453125
0:18:31.588543: Frequency: 0.5525143146514893, Amplitude: 89.99993133544922, Offset: 6.475277302370284e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6751.94873046875
0:18:31.713538: Frequency: 0.5523724555969238, Amplitude: 89.99993133544922, Offset: 6.109981638372658e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6752.34765625
0:18:31.791655: Frequency: 0.5522714853286743, Amplitude: 89.99993133544922, Offset: 5.85007063729886e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6752.64599609375
0:18:31.885407: Frequency: 0.552171528339386, Amplitude: 89.99993133544922, Offset: 5.592620796332427e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6752.95458984375
0:18:31.994785: Frequency: 0.5520448088645935, Amplitude: 89.99993133544922, Offset: 5.266333646533822e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6753.3671875
0:18:32.088541: Frequency: 0.5519598126411438, Amplitude: 89.99993133544922, Offset: 5.047468803292784e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6753.658203125
0:18:32.166654: Frequency: 0.5518860220909119, Amplitude: 89.99993133544922, Offset: 4.857455490422003e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6753.92138671875
0:18:32.291657: Frequency: 0.5517705678939819, Amplitude: 89.99993133544922, Offset: 4.560135279232718e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6754.35498046875
0:18:32.369790: Frequency: 0.5516934990882874, Amplitude: 89.99993133544922, Offset: 4.3616860476028765e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6754.66015625
0:18:32.463533: Frequency: 0.5516239404678345, Amplitude: 89.99993133544922, Offset: 4.182553667032965e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6754.94775390625
0:18:32.541661: Frequency: 0.5515556335449219, Amplitude: 89.99993133544922, Offset: 4.0066834221011666e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6755.2421875
0:18:32.619809: Frequency: 0.5514902472496033, Amplitude: 89.99993133544922, Offset: 3.838202216145182e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6755.53662109375
0:18:32.744786: Frequency: 0.5513961911201477, Amplitude: 89.99993133544922, Offset: 3.5959116179566414e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6755.98388671875
0:18:32.838516: Frequency: 0.5513347387313843, Amplitude: 89.99993133544922, Offset: 3.437671834426349e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6756.2919921875
0:18:32.932298: Frequency: 0.5512806177139282, Amplitude: 89.99993133544922, Offset: 3.2981710666672823e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6756.576171875
0:18:33.010414: Frequency: 0.5512318015098572, Amplitude: 89.99993133544922, Offset: 3.1723969972140633e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6756.8427734375
0:18:33.119786: Frequency: 0.5511569976806641, Amplitude: 89.99993133544922, Offset: 2.979740941547849e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6757.2724609375
0:18:33.213533: Frequency: 0.5511072278022766, Amplitude: 89.99993133544922, Offset: 2.851531387673478e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6757.57373046875
0:18:33.307279: Frequency: 0.5510590076446533, Amplitude: 89.99993133544922, Offset: 2.7274378845271706e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6757.87841796875
0:18:33.385416: Frequency: 0.5510149598121643, Amplitude: 89.99993133544922, Offset: 2.614085553245436e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6758.16943359375
0:18:33.494784: Frequency: 0.5509581565856934, Amplitude: 89.99993133544922, Offset: 2.4678569616050057e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6758.564453125
0:18:33.588530: Frequency: 0.550917387008667, Amplitude: 89.99993133544922, Offset: 2.36287755100688e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6758.8623046875
0:18:33.682293: Frequency: 0.550877034664154, Amplitude: 89.99993133544922, Offset: 2.258898962775494e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6759.17041015625
0:18:33.760404: Frequency: 0.5508388876914978, Amplitude: 89.99993133544922, Offset: 2.1605985393153665e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6759.47509765625
0:18:33.838546: Frequency: 0.5508036017417908, Amplitude: 89.99993133544922, Offset: 2.0697485647197284e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6759.76953125
0:18:33.963549: Frequency: 0.5507586598396301, Amplitude: 89.99993133544922, Offset: 1.953981395444931e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6760.16455078125
0:18:34.026531: Frequency: 0.550727128982544, Amplitude: 89.99993133544922, Offset: 1.872773964511497e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6760.455078125
0:18:34.136040: Frequency: 0.5506972670555115, Amplitude: 89.99993133544922, Offset: 1.7958572848514982e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6760.7421875
0:18:34.261038: Frequency: 0.5506529211997986, Amplitude: 89.99993133544922, Offset: 1.6816364801010319e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6761.1923828125
0:18:34.339163: Frequency: 0.5506280064582825, Amplitude: 89.99993133544922, Offset: 1.6175039098952646e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6761.458984375
0:18:34.417301: Frequency: 0.550601601600647, Amplitude: 89.99993133544922, Offset: 1.5494878259752343e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6761.7529296875
0:18:34.511046: Frequency: 0.5505757331848145, Amplitude: 89.99993133544922, Offset: 1.4828172009523583e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6762.05419921875
0:18:34.636045: Frequency: 0.5505391359329224, Amplitude: 89.99993133544922, Offset: 1.3885056409293083e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6762.50390625
0:18:34.714167: Frequency: 0.5505164265632629, Amplitude: 89.99993133544922, Offset: 1.3301189981305793e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6762.7978515625
0:18:34.807922: Frequency: 0.5504944324493408, Amplitude: 89.99993133544922, Offset: 1.273537461951788e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6763.09521484375
0:18:34.886038: Frequency: 0.5504741668701172, Amplitude: 89.99993133544922, Offset: 1.221233309807733e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6763.38232421875
0:18:35.011047: Frequency: 0.5504466891288757, Amplitude: 89.99993133544922, Offset: 1.1505762036279434e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6763.791015625
0:18:35.089167: Frequency: 0.5504277348518372, Amplitude: 89.99993133544922, Offset: 1.1016306694686497e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6764.08837890625
0:18:35.182912: Frequency: 0.5504097938537598, Amplitude: 89.99993133544922, Offset: 1.0553070993278021e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6764.38232421875
0:18:35.245398: Frequency: 0.5503947734832764, Amplitude: 89.99993133544922, Offset: 1.0166124505404085e-16, Phase Shift: 1.2611686178923354e-44, Phase: 6764.638671875
0:18:35.386041: Frequency: 0.5503702163696289, Amplitude: 89.99993133544922, Offset: 9.53412940065601e-17, Phase Shift: 1.2611686178923354e-44, Phase: 6765.07763671875
0:18:35.464168: Frequency: 0.5503542423248291, Amplitude: 89.99993133544922, Offset: 9.123904065111362e-17, Phase Shift: 1.2611686178923354e-44, Phase: 6765.37890625
0:18:35.557918: Frequency: 0.5503388047218323, Amplitude: 89.99993133544922, Offset: 8.726859356319379e-17, Phase Shift: 1.2611686178923354e-44, Phase: 6765.68310546875
0:18:35.636050: Frequency: 0.550324559211731, Amplitude: 89.99993133544922, Offset: 8.359894905066764e-17, Phase Shift: 1.2611686178923354e-44, Phase: 6765.97705078125
0:18:35.729794: Frequency: 0.5503104329109192, Amplitude: 89.99993133544922, Offset: 7.996105503877373e-17, Phase Shift: 1.2611686178923354e-44, Phase: 6766.28173828125
0:18:35.854797: Frequency: 0.5502914786338806, Amplitude: 89.99993133544922, Offset: 7.506685234742408e-17, Phase Shift: 1.2611686178923354e-44, Phase: 6766.71337890625
0:18:35.932909: Frequency: 0.5502790808677673, Amplitude: 89.99993133544922, Offset: 7.187367710261827e-17, Phase Shift: 1.2611686178923354e-44, Phase: 6767.01025390625
0:18:36.026676: Frequency: 0.5502669215202332, Amplitude: 89.99993133544922, Offset: 6.874594838787766e-17, Phase Shift: 1.2611686178923354e-44, Phase: 6767.314453125
0:18:36.104789: Frequency: 0.5502556562423706, Amplitude: 89.99993133544922, Offset: 6.585518375757635e-17, Phase Shift: 1.2611686178923354e-44, Phase: 6767.6083984375
