0:00:00.046880: Frequency: 2.5223372357846707e-44, Amplitude: 1.2611686178923354e-44, Offset: 89.9998550415039, Phase Shift: 1.2611686178923354e-44, Phase: 4390.46630859375
0:08:23.375854: Frequency: 0.9367331266403198, Amplitude: 4.90454462513686e-44, Offset: 160.17706298828125, Phase Shift: 1.2611686178923354e-44, Phase: 5256.64404296875
0:08:23.469608: Frequency: 0.9393934607505798, Amplitude: 4.484155085839415e-44, Offset: 160.211669921875, Phase Shift: 1.2611686178923354e-44, Phase: 5257.14453125
0:08:23.547734: Frequency: 0.9419419169425964, Amplitude: 4.203895392974451e-44, Offset: 160.2448272705078, Phase Shift: 1.2611686178923354e-44, Phase: 5257.646484375
0:08:23.672741: Frequency: 0.9453009366989136, Amplitude: 3.783505853677006e-44, Offset: 160.2885284423828, Phase Shift: 1.2611686178923354e-44, Phase: 5258.345703125
0:08:23.750759: Frequency: 0.9475741982460022, Amplitude: 3.5032461608120427e-44, Offset: 160.31809997558594, Phase Shift: 1.2611686178923354e-44, Phase: 5258.8447265625
0:08:23.844602: Frequency: 0.9498556852340698, Amplitude: 3.2229864679470793e-44, Offset: 160.3477783203125, Phase Shift: 1.2611686178923354e-44, Phase: 5259.369140625
0:08:23.907113: Frequency: 0.9519396424293518, Amplitude: 2.942726775082116e-44, Offset: 160.37489318847656, Phase Shift: 1.2611686178923354e-44, Phase: 5259.87060546875
0:08:24.047630: Frequency: 0.9546971917152405, Amplitude: 2.5223372357846707e-44, Offset: 160.41075134277344, Phase Shift: 1.2611686178923354e-44, Phase: 5260.57080078125
0:08:24.125858: Frequency: 0.9567350149154663, Amplitude: 2.2420775429197073e-44, Offset: 160.437255859375, Phase Shift: 1.2611686178923354e-44, Phase: 5261.1171875
0:08:24.203990: Frequency: 0.9583213925361633, Amplitude: 2.1019476964872256e-44, Offset: 160.4578857421875, Phase Shift: 1.2611686178923354e-44, Phase: 5261.56201171875
0:08:24.297740: Frequency: 0.9600943326950073, Amplitude: 1.8216880036222622e-44, Offset: 160.48094177246094, Phase Shift: 1.2611686178923354e-44, Phase: 5262.080078125
0:08:24.407089: Frequency: 0.9626134037971497, Amplitude: 1.5414283107572988e-44, Offset: 160.51370239257812, Phase Shift: 1.2611686178923354e-44, Phase: 5262.85888671875
0:08:24.500868: Frequency: 0.9641854763031006, Amplitude: 1.5414283107572988e-44, Offset: 160.53414916992188, Phase Shift: 1.2611686178923354e-44, Phase: 5263.373046875
0:08:24.578996: Frequency: 0.9657089710235596, Amplitude: 1.5414283107572988e-44, Offset: 160.55397033691406, Phase Shift: 1.2611686178923354e-44, Phase: 5263.89404296875
0:08:24.672722: Frequency: 0.96723473072052, Amplitude: 1.401298464324817e-44, Offset: 160.5738067626953, Phase Shift: 1.2611686178923354e-44, Phase: 5264.4404296875
0:08:24.766489: Frequency: 0.9686124920845032, Amplitude: 1.401298464324817e-44, Offset: 160.5917205810547, Phase Shift: 1.2611686178923354e-44, Phase: 5264.95751953125
0:08:24.875870: Frequency: 0.9704134464263916, Amplitude: 1.401298464324817e-44, Offset: 160.61514282226562, Phase Shift: 1.2611686178923354e-44, Phase: 5265.669921875
0:08:24.953985: Frequency: 0.9714693427085876, Amplitude: 1.401298464324817e-44, Offset: 160.62887573242188, Phase Shift: 1.2611686178923354e-44, Phase: 5266.10888671875
0:08:25.063370: Frequency: 0.9730514883995056, Amplitude: 1.401298464324817e-44, Offset: 160.6494598388672, Phase Shift: 1.2611686178923354e-44, Phase: 5266.79931640625
0:08:25.141485: Frequency: 0.9741978645324707, Amplitude: 1.401298464324817e-44, Offset: 160.66436767578125, Phase Shift: 1.2611686178923354e-44, Phase: 5267.3251953125
0:08:25.235230: Frequency: 0.9752322435379028, Amplitude: 1.401298464324817e-44, Offset: 160.67782592773438, Phase Shift: 1.2611686178923354e-44, Phase: 5267.8212890625
0:08:25.344609: Frequency: 0.9764862060546875, Amplitude: 1.401298464324817e-44, Offset: 160.6941375732422, Phase Shift: 1.2611686178923354e-44, Phase: 5268.45263671875
0:08:25.422748: Frequency: 0.9774980545043945, Amplitude: 1.401298464324817e-44, Offset: 160.70729064941406, Phase Shift: 1.2611686178923354e-44, Phase: 5268.98681640625
0:08:25.516483: Frequency: 0.978466272354126, Amplitude: 1.401298464324817e-44, Offset: 160.71987915039062, Phase Shift: 1.2611686178923354e-44, Phase: 5269.521484375
0:08:25.625868: Frequency: 0.9797636866569519, Amplitude: 1.401298464324817e-44, Offset: 160.73675537109375, Phase Shift: 1.2611686178923354e-44, Phase: 5270.27783203125
0:08:25.703974: Frequency: 0.980505645275116, Amplitude: 1.401298464324817e-44, Offset: 160.74639892578125, Phase Shift: 1.2611686178923354e-44, Phase: 5270.73388671875
0:08:25.782115: Frequency: 0.9813253283500671, Amplitude: 1.401298464324817e-44, Offset: 160.75706481933594, Phase Shift: 1.2611686178923354e-44, Phase: 5271.2578125
0:08:25.922730: Frequency: 0.9824773073196411, Amplitude: 1.401298464324817e-44, Offset: 160.77203369140625, Phase Shift: 1.2611686178923354e-44, Phase: 5272.03515625
0:08:26.000858: Frequency: 0.9832227230072021, Amplitude: 1.401298464324817e-44, Offset: 160.78172302246094, Phase Shift: 1.2611686178923354e-44, Phase: 5272.56640625
0:08:26.078987: Frequency: 0.9838871359825134, Amplitude: 1.401298464324817e-44, Offset: 160.7903594970703, Phase Shift: 1.2611686178923354e-44, Phase: 5273.060546875
0:08:26.172728: Frequency: 0.9845882654190063, Amplitude: 1.401298464324817e-44, Offset: 160.7994842529297, Phase Shift: 1.2611686178923354e-44, Phase: 5273.6044921875
0:08:26.282109: Frequency: 0.9854651093482971, Amplitude: 1.401298464324817e-44, Offset: 160.81088256835938, Phase Shift: 1.2611686178923354e-44, Phase: 5274.322265625
0:08:26.375846: Frequency: 0.9860549569129944, Amplitude: 1.401298464324817e-44, Offset: 160.81854248046875, Phase Shift: 1.2611686178923354e-44, Phase: 5274.830078125
0:08:26.438362: Frequency: 0.9866413474082947, Amplitude: 1.401298464324817e-44, Offset: 160.826171875, Phase Shift: 1.2611686178923354e-44, Phase: 5275.35693359375
0:08:26.563365: Frequency: 0.987388551235199, Amplitude: 1.401298464324817e-44, Offset: 160.8358917236328, Phase Shift: 1.2611686178923354e-44, Phase: 5276.06396484375
0:08:26.657097: Frequency: 0.9879188537597656, Amplitude: 1.401298464324817e-44, Offset: 160.84280395507812, Phase Shift: 1.2611686178923354e-44, Phase: 5276.59130859375
0:08:26.735226: Frequency: 0.9884386658668518, Amplitude: 1.401298464324817e-44, Offset: 160.8495635986328, Phase Shift: 1.2611686178923354e-44, Phase: 5277.13134765625
0:08:26.828985: Frequency: 0.9889191389083862, Amplitude: 1.401298464324817e-44, Offset: 160.85581970214844, Phase Shift: 1.2611686178923354e-44, Phase: 5277.65283203125
0:08:26.938446: Frequency: 0.9895814061164856, Amplitude: 1.401298464324817e-44, Offset: 160.8644256591797, Phase Shift: 1.2611686178923354e-44, Phase: 5278.41064453125
0:08:27.016471: Frequency: 0.9899685382843018, Amplitude: 1.401298464324817e-44, Offset: 160.8694610595703, Phase Shift: 1.2611686178923354e-44, Phase: 5278.87744140625
0:08:27.094611: Frequency: 0.9903854727745056, Amplitude: 1.401298464324817e-44, Offset: 160.8748779296875, Phase Shift: 1.2611686178923354e-44, Phase: 5279.400390625
0:08:27.235253: Frequency: 0.9909923672676086, Amplitude: 1.401298464324817e-44, Offset: 160.88278198242188, Phase Shift: 1.2611686178923354e-44, Phase: 5280.203125
0:08:27.297750: Frequency: 0.9913711547851562, Amplitude: 1.401298464324817e-44, Offset: 160.88771057128906, Phase Shift: 1.2611686178923354e-44, Phase: 5280.732421875
0:08:27.407112: Frequency: 0.9917382001876831, Amplitude: 1.401298464324817e-44, Offset: 160.89248657226562, Phase Shift: 1.2611686178923354e-44, Phase: 5281.26806640625
0:08:27.485219: Frequency: 0.9920775294303894, Amplitude: 1.401298464324817e-44, Offset: 160.8968963623047, Phase Shift: 1.2611686178923354e-44, Phase: 5281.78564453125
0:08:27.578985: Frequency: 0.9924184083938599, Amplitude: 1.401298464324817e-44, Offset: 160.9013214111328, Phase Shift: 1.2611686178923354e-44, Phase: 5282.328125
0:08:27.703976: Frequency: 0.9928969740867615, Amplitude: 1.401298464324817e-44, Offset: 160.9075469970703, Phase Shift: 1.2611686178923354e-44, Phase: 5283.1328125
0:08:27.782108: Frequency: 0.9931886792182922, Amplitude: 1.401298464324817e-44, Offset: 160.91134643554688, Phase Shift: 1.2611686178923354e-44, Phase: 5283.650390625
0:08:27.860221: Frequency: 0.9934384226799011, Amplitude: 1.401298464324817e-44, Offset: 160.9145965576172, Phase Shift: 1.2611686178923354e-44, Phase: 5284.1123046875
0:08:27.938374: Frequency: 0.9937207698822021, Amplitude: 1.401298464324817e-44, Offset: 160.91827392578125, Phase Shift: 1.2611686178923354e-44, Phase: 5284.6552734375
0:08:28.063358: Frequency: 0.9940750002861023, Amplitude: 1.401298464324817e-44, Offset: 160.92286682128906, Phase Shift: 1.2611686178923354e-44, Phase: 5285.373046875
0:08:28.141468: Frequency: 0.9943241477012634, Amplitude: 1.401298464324817e-44, Offset: 160.92611694335938, Phase Shift: 1.2611686178923354e-44, Phase: 5285.90380859375
0:08:28.266475: Frequency: 0.9946525692939758, Amplitude: 1.401298464324817e-44, Offset: 160.93038940429688, Phase Shift: 1.2611686178923354e-44, Phase: 5286.64111328125
0:08:28.344598: Frequency: 0.9948748350143433, Amplitude: 1.401298464324817e-44, Offset: 160.93328857421875, Phase Shift: 1.2611686178923354e-44, Phase: 5287.166015625
0:08:28.438356: Frequency: 0.9950978755950928, Amplitude: 1.401298464324817e-44, Offset: 160.93618774414062, Phase Shift: 1.2611686178923354e-44, Phase: 5287.7158203125
0:08:28.516473: Frequency: 0.9952967762947083, Amplitude: 1.401298464324817e-44, Offset: 160.93878173828125, Phase Shift: 1.2611686178923354e-44, Phase: 5288.228515625
0:08:28.610224: Frequency: 0.9954991936683655, Amplitude: 1.401298464324817e-44, Offset: 160.94140625, Phase Shift: 1.2611686178923354e-44, Phase: 5288.77294921875
0:08:28.719609: Frequency: 0.9957552552223206, Amplitude: 1.401298464324817e-44, Offset: 160.94473266601562, Phase Shift: 1.2611686178923354e-44, Phase: 5289.498046875
0:08:28.797734: Frequency: 0.9959337115287781, Amplitude: 1.401298464324817e-44, Offset: 160.94705200195312, Phase Shift: 1.2611686178923354e-44, Phase: 5290.02978515625
0:08:28.891469: Frequency: 0.9961166381835938, Amplitude: 1.401298464324817e-44, Offset: 160.94943237304688, Phase Shift: 1.2611686178923354e-44, Phase: 5290.599609375
0:08:28.985231: Frequency: 0.9962875247001648, Amplitude: 1.401298464324817e-44, Offset: 160.95166015625, Phase Shift: 1.2611686178923354e-44, Phase: 5291.15673828125
0:08:29.063346: Frequency: 0.9964454174041748, Amplitude: 1.401298464324817e-44, Offset: 160.95370483398438, Phase Shift: 1.2611686178923354e-44, Phase: 5291.6953125
0:08:29.188343: Frequency: 0.996666431427002, Amplitude: 1.401298464324817e-44, Offset: 160.9565887451172, Phase Shift: 1.2611686178923354e-44, Phase: 5292.49072265625
0:08:29.266486: Frequency: 0.9967837333679199, Amplitude: 1.401298464324817e-44, Offset: 160.95811462402344, Phase Shift: 1.2611686178923354e-44, Phase: 5292.935546875
0:08:29.344609: Frequency: 0.9969221353530884, Amplitude: 1.401298464324817e-44, Offset: 160.9599151611328, Phase Shift: 1.2611686178923354e-44, Phase: 5293.48046875
0:08:29.469611: Frequency: 0.997109055519104, Amplitude: 1.401298464324817e-44, Offset: 160.9623565673828, Phase Shift: 1.2611686178923354e-44, Phase: 5294.2568359375
0:08:29.532119: Frequency: 0.9972136616706848, Amplitude: 1.401298464324817e-44, Offset: 160.96371459960938, Phase Shift: 1.2611686178923354e-44, Phase: 5294.71435546875
0:08:29.625862: Frequency: 0.9973307847976685, Amplitude: 1.401298464324817e-44, Offset: 160.96524047851562, Phase Shift: 1.2611686178923354e-44, Phase: 5295.2470703125
0:08:29.750858: Frequency: 0.9974826574325562, Amplitude: 1.401298464324817e-44, Offset: 160.96722412109375, Phase Shift: 1.2611686178923354e-44, Phase: 5295.97412109375
0:08:29.844604: Frequency: 0.997590959072113, Amplitude: 1.401298464324817e-44, Offset: 154.47132873535156, Phase Shift: 1.2611686178923354e-44, Phase: 5296.51904296875
0:08:29.922740: Frequency: 0.9976934194564819, Amplitude: 1.401298464324817e-44, Offset: 148.3258056640625, Phase Shift: 1.2611686178923354e-44, Phase: 5297.05810546875
0:08:30.016481: Frequency: 0.9977937936782837, Amplitude: 1.401298464324817e-44, Offset: 142.30638122558594, Phase Shift: 1.2611686178923354e-44, Phase: 5297.60986328125
0:08:30.141475: Frequency: 0.9979309439659119, Amplitude: 1.401298464324817e-44, Offset: 134.08145141601562, Phase Shift: 1.2611686178923354e-44, Phase: 5298.40576171875
0:08:30.219614: Frequency: 0.9980210065841675, Amplitude: 1.401298464324817e-44, Offset: 128.68165588378906, Phase Shift: 1.2611686178923354e-44, Phase: 5298.9580078125
0:08:30.313354: Frequency: 0.9981032609939575, Amplitude: 1.401298464324817e-44, Offset: 123.74935913085938, Phase Shift: 1.2611686178923354e-44, Phase: 5299.484375
0:08:30.391483: Frequency: 0.9981839656829834, Amplitude: 1.401298464324817e-44, Offset: 118.91046142578125, Phase Shift: 1.2611686178923354e-44, Phase: 5300.02392578125
0:08:30.485237: Frequency: 0.9982656836509705, Amplitude: 1.2611686178923354e-44, Offset: 114.01084899902344, Phase Shift: 1.2611686178923354e-44, Phase: 5300.5947265625
0:08:30.563360: Frequency: 0.9983360767364502, Amplitude: 1.2611686178923354e-44, Offset: 109.79009246826172, Phase Shift: 1.2611686178923354e-44, Phase: 5301.109375
0:08:30.672724: Frequency: 0.9984275698661804, Amplitude: 1.2611686178923354e-44, Offset: 104.30496215820312, Phase Shift: 1.2611686178923354e-44, Phase: 5301.81201171875
0:08:30.766483: Frequency: 0.9984945058822632, Amplitude: 1.2611686178923354e-44, Offset: 100.29334259033203, Phase Shift: 1.2611686178923354e-44, Phase: 5302.3515625
0:08:30.860234: Frequency: 0.9985585808753967, Amplitude: 1.2611686178923354e-44, Offset: 96.45244598388672, Phase Shift: 1.2611686178923354e-44, Phase: 5302.89111328125
0:08:30.985234: Frequency: 0.9986475110054016, Amplitude: 1.2611686178923354e-44, Offset: 91.11936950683594, Phase Shift: 1.2611686178923354e-44, Phase: 5303.681640625
0:08:31.063357: Frequency: 0.9987064003944397, Amplitude: 1.2611686178923354e-44, Offset: 87.58936309814453, Phase Shift: 1.2611686178923354e-44, Phase: 5304.23388671875
0:08:31.157114: Frequency: 0.9987607598304749, Amplitude: 1.2611686178923354e-44, Offset: 84.32681274414062, Phase Shift: 1.2611686178923354e-44, Phase: 5304.76708984375
0:08:31.235237: Frequency: 0.998814046382904, Amplitude: 1.2611686178923354e-44, Offset: 81.1286392211914, Phase Shift: 1.2611686178923354e-44, Phase: 5305.31298828125
0:08:31.344614: Frequency: 0.9988821148872375, Amplitude: 1.2611686178923354e-44, Offset: 77.0475845336914, Phase Shift: 1.2611686178923354e-44, Phase: 5306.04736328125
0:08:31.438371: Frequency: 0.9989285469055176, Amplitude: 1.2611686178923354e-44, Offset: 74.2610092163086, Phase Shift: 1.2611686178923354e-44, Phase: 5306.57421875
0:08:31.500838: Frequency: 0.9989662170410156, Amplitude: 1.2611686178923354e-44, Offset: 71.99931335449219, Phase Shift: 1.2611686178923354e-44, Phase: 5307.02001953125
0:08:31.610229: Frequency: 0.9990190267562866, Amplitude: 1.2611686178923354e-44, Offset: 68.83023071289062, Phase Shift: 1.2611686178923354e-44, Phase: 5307.6728515625
0:08:31.703973: Frequency: 0.9990607500076294, Amplitude: 1.2611686178923354e-44, Offset: 66.32766723632812, Phase Shift: 1.2611686178923354e-44, Phase: 5308.21240234375
0:08:31.782081: Frequency: 0.9991011619567871, Amplitude: 1.2611686178923354e-44, Offset: 63.904056549072266, Phase Shift: 1.2611686178923354e-44, Phase: 5308.7587890625
0:08:31.907116: Frequency: 0.9991557598114014, Amplitude: 1.2611686178923354e-44, Offset: 60.630516052246094, Phase Shift: 1.2611686178923354e-44, Phase: 5309.537109375
0:08:32.000855: Frequency: 0.9991921186447144, Amplitude: 1.2611686178923354e-44, Offset: 58.4520378112793, Phase Shift: 1.2611686178923354e-44, Phase: 5310.08349609375
0:08:32.078987: Frequency: 0.9992256760597229, Amplitude: 1.2611686178923354e-44, Offset: 56.43836975097656, Phase Shift: 1.2611686178923354e-44, Phase: 5310.61083984375
0:08:32.172750: Frequency: 0.999259352684021, Amplitude: 1.2611686178923354e-44, Offset: 54.417545318603516, Phase Shift: 1.2611686178923354e-44, Phase: 5311.16357421875
0:08:32.297741: Frequency: 0.9993042945861816, Amplitude: 1.2611686178923354e-44, Offset: 51.720130920410156, Phase Shift: 1.2611686178923354e-44, Phase: 5311.94189453125
0:08:32.375865: Frequency: 0.9993335604667664, Amplitude: 1.2611686178923354e-44, Offset: 49.96583938598633, Phase Shift: 1.2611686178923354e-44, Phase: 5312.4755859375
0:08:32.469613: Frequency: 0.9993619322776794, Amplitude: 1.2611686178923354e-44, Offset: 48.265743255615234, Phase Shift: 1.2611686178923354e-44, Phase: 5313.015625
0:08:32.547724: Frequency: 0.999389111995697, Amplitude: 1.2611686178923354e-44, Offset: 46.637996673583984, Phase Shift: 1.2611686178923354e-44, Phase: 5313.5556640625
0:08:32.625864: Frequency: 0.9994150996208191, Amplitude: 1.2611686178923354e-44, Offset: 45.079490661621094, Phase Shift: 1.2611686178923354e-44, Phase: 5314.095703125
0:08:32.750849: Frequency: 0.9994492530822754, Amplitude: 1.2611686178923354e-44, Offset: 43.03276062011719, Phase Shift: 1.2611686178923354e-44, Phase: 5314.8427734375
0:08:32.844595: Frequency: 0.9994726777076721, Amplitude: 1.2611686178923354e-44, Offset: 41.627620697021484, Phase Shift: 1.2611686178923354e-44, Phase: 5315.3828125
0:08:32.922736: Frequency: 0.9994959235191345, Amplitude: 1.2611686178923354e-44, Offset: 40.23584747314453, Phase Shift: 1.2611686178923354e-44, Phase: 5315.94189453125
0:08:33.016484: Frequency: 0.9995166659355164, Amplitude: 1.2611686178923354e-44, Offset: 38.994075775146484, Phase Shift: 1.2611686178923354e-44, Phase: 5316.462890625
0:08:33.094617: Frequency: 0.9995372295379639, Amplitude: 1.2611686178923354e-44, Offset: 37.76072692871094, Phase Shift: 1.2611686178923354e-44, Phase: 5317.0029296875
0:08:33.219610: Frequency: 0.9995647072792053, Amplitude: 1.2611686178923354e-44, Offset: 36.11454391479492, Phase Shift: 1.2611686178923354e-44, Phase: 5317.7626953125
0:08:33.297724: Frequency: 0.9995830059051514, Amplitude: 1.2611686178923354e-44, Offset: 35.01645278930664, Phase Shift: 1.2611686178923354e-44, Phase: 5318.29638671875
0:08:33.391474: Frequency: 0.9996009469032288, Amplitude: 1.2611686178923354e-44, Offset: 33.94007110595703, Phase Shift: 1.2611686178923354e-44, Phase: 5318.8427734375
0:08:33.485219: Frequency: 0.9996185302734375, Amplitude: 1.2611686178923354e-44, Offset: 32.88657760620117, Phase Shift: 1.2611686178923354e-44, Phase: 5319.40185546875
0:08:33.610225: Frequency: 0.999642550945282, Amplitude: 1.2611686178923354e-44, Offset: 31.441865921020508, Phase Shift: 1.2611686178923354e-44, Phase: 5320.2119140625
0:08:33.688360: Frequency: 0.999657392501831, Amplitude: 1.2611686178923354e-44, Offset: 30.55074119567871, Phase Shift: 1.2611686178923354e-44, Phase: 5320.73974609375
0:08:33.766472: Frequency: 0.9996721744537354, Amplitude: 1.2611686178923354e-44, Offset: 29.66650390625, Phase Shift: 1.2611686178923354e-44, Phase: 5321.2861328125
0:08:33.860206: Frequency: 0.9996863007545471, Amplitude: 1.2611686178923354e-44, Offset: 28.820283889770508, Phase Shift: 1.2611686178923354e-44, Phase: 5321.83251953125
0:08:33.953980: Frequency: 0.999699592590332, Amplitude: 1.2611686178923354e-44, Offset: 28.01969337463379, Phase Shift: 1.2611686178923354e-44, Phase: 5322.37255859375
0:08:34.063337: Frequency: 0.999717116355896, Amplitude: 1.2611686178923354e-44, Offset: 26.96845054626465, Phase Shift: 1.2611686178923354e-44, Phase: 5323.1201171875
0:08:34.157098: Frequency: 0.9997290372848511, Amplitude: 1.2611686178923354e-44, Offset: 26.25495147705078, Phase Shift: 1.2611686178923354e-44, Phase: 5323.65380859375
0:08:34.235212: Frequency: 0.9997406005859375, Amplitude: 1.2611686178923354e-44, Offset: 25.563467025756836, Phase Shift: 1.2611686178923354e-44, Phase: 5324.1943359375
0:08:34.360245: Frequency: 0.9997555017471313, Amplitude: 1.2611686178923354e-44, Offset: 24.67045783996582, Phase Shift: 1.2611686178923354e-44, Phase: 5324.92919921875
0:08:34.438357: Frequency: 0.9997658729553223, Amplitude: 1.2611686178923354e-44, Offset: 24.04639434814453, Phase Shift: 1.2611686178923354e-44, Phase: 5325.46923828125
0:08:34.532113: Frequency: 0.9997759461402893, Amplitude: 1.2611686178923354e-44, Offset: 23.442014694213867, Phase Shift: 1.2611686178923354e-44, Phase: 5326.015625
0:08:34.610253: Frequency: 0.9997851848602295, Amplitude: 1.2611686178923354e-44, Offset: 22.889951705932617, Phase Shift: 1.2611686178923354e-44, Phase: 5326.537109375
0:08:34.703990: Frequency: 0.9997944235801697, Amplitude: 1.2611686178923354e-44, Offset: 22.335315704345703, Phase Shift: 1.2611686178923354e-44, Phase: 5327.08349609375
0:08:34.813359: Frequency: 0.9998060464859009, Amplitude: 1.2611686178923354e-44, Offset: 21.63937759399414, Phase Shift: 1.2611686178923354e-44, Phase: 5327.8056640625
0:08:34.907115: Frequency: 0.9998143911361694, Amplitude: 1.2611686178923354e-44, Offset: 21.138568878173828, Phase Shift: 1.2611686178923354e-44, Phase: 5328.35205078125
0:08:34.969729: Frequency: 0.9998213052749634, Amplitude: 1.2611686178923354e-44, Offset: 20.72470474243164, Phase Shift: 1.2611686178923354e-44, Phase: 5328.8232421875
0:08:35.094594: Frequency: 0.9998321533203125, Amplitude: 1.2611686178923354e-44, Offset: 20.073394775390625, Phase Shift: 1.2611686178923354e-44, Phase: 5329.60205078125
0:08:35.188348: Frequency: 0.9998393654823303, Amplitude: 1.2611686178923354e-44, Offset: 19.63996124267578, Phase Shift: 1.2611686178923354e-44, Phase: 5330.1484375
0:08:35.266464: Frequency: 0.9998461604118347, Amplitude: 1.2611686178923354e-44, Offset: 19.229896545410156, Phase Shift: 1.2611686178923354e-44, Phase: 5330.6884765625
0:08:35.391462: Frequency: 0.9998548030853271, Amplitude: 1.2611686178923354e-44, Offset: 18.70919418334961, Phase Shift: 1.2611686178923354e-44, Phase: 5331.41064453125
0:08:35.469612: Frequency: 0.999860942363739, Amplitude: 1.2611686178923354e-44, Offset: 18.342981338500977, Phase Shift: 1.2611686178923354e-44, Phase: 5331.94482421875
0:08:35.547765: Frequency: 0.9998661279678345, Amplitude: 1.2611686178923354e-44, Offset: 18.032989501953125, Phase Shift: 1.2611686178923354e-44, Phase: 5332.416015625
0:08:35.641472: Frequency: 0.9998717308044434, Amplitude: 1.2611686178923354e-44, Offset: 17.69521141052246, Phase Shift: 1.2611686178923354e-44, Phase: 5332.9501953125
0:08:35.766473: Frequency: 0.999879777431488, Amplitude: 1.2611686178923354e-44, Offset: 17.20945930480957, Phase Shift: 1.2611686178923354e-44, Phase: 5333.7607421875
0:08:35.844614: Frequency: 0.9998847246170044, Amplitude: 1.2611686178923354e-44, Offset: 16.909839630126953, Phase Shift: 1.2611686178923354e-44, Phase: 5334.28857421875
0:08:35.938370: Frequency: 0.9998896718025208, Amplitude: 1.2611686178923354e-44, Offset: 16.61250877380371, Phase Shift: 1.2611686178923354e-44, Phase: 5334.83544921875
0:08:36.047743: Frequency: 0.9998958110809326, Amplitude: 1.2611686178923354e-44, Offset: 16.242612838745117, Phase Shift: 1.2611686178923354e-44, Phase: 5335.55126953125
0:08:36.125868: Frequency: 0.999900221824646, Amplitude: 1.2611686178923354e-44, Offset: 15.977059364318848, Phase Shift: 1.2611686178923354e-44, Phase: 5336.091796875
0:08:36.203984: Frequency: 0.9999040365219116, Amplitude: 1.2611686178923354e-44, Offset: 15.74907398223877, Phase Shift: 1.2611686178923354e-44, Phase: 5336.57568359375
0:08:36.297743: Frequency: 0.9999080300331116, Amplitude: 1.2611686178923354e-44, Offset: 15.507325172424316, Phase Shift: 1.2611686178923354e-44, Phase: 5337.10986328125
0:08:36.375872: Frequency: 0.9999119639396667, Amplitude: 1.2611686178923354e-44, Offset: 15.273054122924805, Phase Shift: 1.2611686178923354e-44, Phase: 5337.64990234375
0:08:36.500847: Frequency: 0.9999173283576965, Amplitude: 1.2611686178923354e-44, Offset: 14.950295448303223, Phase Shift: 1.2611686178923354e-44, Phase: 5338.435546875
0:08:36.594614: Frequency: 0.9999209642410278, Amplitude: 1.2611686178923354e-44, Offset: 14.734867095947266, Phase Shift: 1.2611686178923354e-44, Phase: 5338.98876953125
0:08:36.688348: Frequency: 0.99992436170578, Amplitude: 1.2611686178923354e-44, Offset: 14.528820037841797, Phase Shift: 1.2611686178923354e-44, Phase: 5339.54150390625
0:08:36.750875: Frequency: 0.9999275803565979, Amplitude: 1.2611686178923354e-44, Offset: 14.338383674621582, Phase Shift: 1.2611686178923354e-44, Phase: 5340.07568359375
0:08:36.860237: Frequency: 0.9999309182167053, Amplitude: 1.2611686178923354e-44, Offset: 14.1395845413208, Phase Shift: 1.2611686178923354e-44, Phase: 5340.65966796875
0:08:36.938355: Frequency: 0.9999338984489441, Amplitude: 1.2611686178923354e-44, Offset: 13.963486671447754, Phase Shift: 1.2611686178923354e-44, Phase: 5341.2001953125
0:08:37.047740: Frequency: 0.9999376535415649, Amplitude: 1.2611686178923354e-44, Offset: 13.736067771911621, Phase Shift: 1.2611686178923354e-44, Phase: 5341.93505859375
0:08:37.141476: Frequency: 0.9999402761459351, Amplitude: 1.2611686178923354e-44, Offset: 13.578960418701172, Phase Shift: 1.2611686178923354e-44, Phase: 5342.46923828125
0:08:37.266472: Frequency: 0.9999437928199768, Amplitude: 1.2611686178923354e-44, Offset: 13.368456840515137, Phase Shift: 1.2611686178923354e-44, Phase: 5343.22314453125
0:08:37.344615: Frequency: 0.9999457597732544, Amplitude: 1.2611686178923354e-44, Offset: 13.251550674438477, Phase Shift: 1.2611686178923354e-44, Phase: 5343.66259765625
0:08:37.422739: Frequency: 0.9999480843544006, Amplitude: 1.2611686178923354e-44, Offset: 13.110054969787598, Phase Shift: 1.2611686178923354e-44, Phase: 5344.21533203125
0:08:37.500870: Frequency: 0.9999501705169678, Amplitude: 1.2611686178923354e-44, Offset: 12.983848571777344, Phase Shift: 1.2611686178923354e-44, Phase: 5344.73046875
0:08:37.641471: Frequency: 0.9999532699584961, Amplitude: 1.2611686178923354e-44, Offset: 12.798356056213379, Phase Shift: 1.2611686178923354e-44, Phase: 5345.5283203125
0:08:37.719614: Frequency: 0.9999552369117737, Amplitude: 1.2611686178923354e-44, Offset: 12.68068790435791, Phase Shift: 1.2611686178923354e-44, Phase: 5346.0625
0:08:37.797746: Frequency: 0.9999568462371826, Amplitude: 1.2611686178923354e-44, Offset: 12.583715438842773, Phase Shift: 1.2611686178923354e-44, Phase: 5346.52099609375
0:08:37.922737: Frequency: 0.9999594688415527, Amplitude: 1.2611686178923354e-44, Offset: 12.424331665039062, Phase Shift: 1.2611686178923354e-44, Phase: 5347.31298828125
0:08:38.000846: Frequency: 0.9999611377716064, Amplitude: 1.2611686178923354e-44, Offset: 12.3247652053833, Phase Shift: 1.2611686178923354e-44, Phase: 5347.83447265625
