0:00:00.062486: Frequency: 2.942726775082116e-44, Amplitude: 1.401298464324817e-44, Offset: 89.99984741210938, Phase Shift: 1.401298464324817e-44, Phase: 253.05252075195312
0:05:09.209418: Frequency: 0.21020987629890442, Amplitude: 49.00004196166992, Offset: 98.8106918334961, Phase Shift: 1.2611686178923354e-44, Phase: 822.105224609375
0:05:09.334414: Frequency: 0.24978911876678467, Amplitude: 49.00004196166992, Offset: 98.7641830444336, Phase Shift: 1.2611686178923354e-44, Phase: 822.2694702148438
0:05:09.412448: Frequency: 0.27744829654693604, Amplitude: 49.00004196166992, Offset: 98.73167419433594, Phase Shift: 1.2611686178923354e-44, Phase: 822.408203125
0:05:09.506289: Frequency: 0.3039308786392212, Amplitude: 49.00004196166992, Offset: 98.70054626464844, Phase Shift: 1.2611686178923354e-44, Phase: 822.5617065429688
0:05:09.615677: Frequency: 0.3372724950313568, Amplitude: 49.00004196166992, Offset: 98.66136169433594, Phase Shift: 1.2611686178923354e-44, Phase: 822.787353515625
0:05:09.693785: Frequency: 0.3612102270126343, Amplitude: 49.00004196166992, Offset: 98.63323211669922, Phase Shift: 1.2611686178923354e-44, Phase: 822.9728393554688
0:05:09.787548: Frequency: 0.38544905185699463, Amplitude: 49.000038146972656, Offset: 98.60474395751953, Phase Shift: 1.2611686178923354e-44, Phase: 823.1828002929688
0:05:09.865667: Frequency: 0.40456923842430115, Amplitude: 49.000038146972656, Offset: 98.58226776123047, Phase Shift: 1.2611686178923354e-44, Phase: 823.3666381835938
0:05:09.959413: Frequency: 0.4258876442909241, Amplitude: 49.000038146972656, Offset: 98.55721282958984, Phase Shift: 1.2611686178923354e-44, Phase: 823.5906982421875
0:05:10.068797: Frequency: 0.45558837056159973, Amplitude: 49.000038146972656, Offset: 98.52230834960938, Phase Shift: 1.2611686178923354e-44, Phase: 823.9412841796875
0:05:10.162543: Frequency: 0.47405779361724854, Amplitude: 49.000038146972656, Offset: 98.50060272216797, Phase Shift: 1.2611686178923354e-44, Phase: 824.1842041015625
0:05:10.240688: Frequency: 0.48925891518592834, Amplitude: 49.000038146972656, Offset: 98.48273468017578, Phase Shift: 1.2611686178923354e-44, Phase: 824.4003295898438
0:05:10.365672: Frequency: 0.514793336391449, Amplitude: 49.000038146972656, Offset: 98.45272064208984, Phase Shift: 1.2611686178923354e-44, Phase: 824.797607421875
0:05:10.443809: Frequency: 0.5289176106452942, Amplitude: 49.000038146972656, Offset: 98.43611907958984, Phase Shift: 1.2611686178923354e-44, Phase: 825.03857421875
0:05:10.521910: Frequency: 0.5447030067443848, Amplitude: 49.000038146972656, Offset: 98.41757202148438, Phase Shift: 1.2611686178923354e-44, Phase: 825.3265380859375
0:05:10.615669: Frequency: 0.5599903464317322, Amplitude: 49.000038146972656, Offset: 98.39960479736328, Phase Shift: 1.2611686178923354e-44, Phase: 825.6264038085938
0:05:10.725043: Frequency: 0.5803124308586121, Amplitude: 49.000038146972656, Offset: 98.37572479248047, Phase Shift: 1.2611686178923354e-44, Phase: 826.0609130859375
0:05:10.818790: Frequency: 0.5939112305641174, Amplitude: 49.000038146972656, Offset: 98.3597412109375, Phase Shift: 1.2611686178923354e-44, Phase: 826.3763427734375
0:05:10.896923: Frequency: 0.6067817807197571, Amplitude: 49.000038146972656, Offset: 98.34461212158203, Phase Shift: 1.2611686178923354e-44, Phase: 826.6952514648438
0:05:11.021908: Frequency: 0.6233230829238892, Amplitude: 49.000038146972656, Offset: 98.3251724243164, Phase Shift: 1.2611686178923354e-44, Phase: 827.1376953125
0:05:11.100037: Frequency: 0.635092556476593, Amplitude: 49.000038146972656, Offset: 98.31134033203125, Phase Shift: 1.2611686178923354e-44, Phase: 827.4761352539062
0:05:11.193792: Frequency: 0.6080771684646606, Amplitude: 49.000038146972656, Offset: 98.298095703125, Phase Shift: 1.2611686178923354e-44, Phase: 827.8156127929688
0:05:11.271940: Frequency: 0.5813178420066833, Amplitude: 49.000038146972656, Offset: 98.28498077392578, Phase Shift: 1.2611686178923354e-44, Phase: 828.15185546875
0:05:11.350044: Frequency: 0.5947180986404419, Amplitude: 49.000038146972656, Offset: 98.27299499511719, Phase Shift: 1.2611686178923354e-44, Phase: 828.464111328125
0:05:11.474950: Frequency: 0.61164790391922, Amplitude: 49.000038146972656, Offset: 98.25785827636719, Phase Shift: 1.2611686178923354e-44, Phase: 828.890380859375
0:05:11.568800: Frequency: 0.6240549683570862, Amplitude: 49.000038146972656, Offset: 98.24676513671875, Phase Shift: 1.2611686178923354e-44, Phase: 829.2264404296875
0:05:11.646916: Frequency: 0.6359280347824097, Amplitude: 49.000038146972656, Offset: 98.23614501953125, Phase Shift: 1.2611686178923354e-44, Phase: 829.5692138671875
0:05:11.725041: Frequency: 0.6489806175231934, Amplitude: 49.000038146972656, Offset: 98.22633361816406, Phase Shift: 1.2611686178923354e-44, Phase: 829.9066162109375
0:05:11.850046: Frequency: 0.6691216826438904, Amplitude: 49.000038146972656, Offset: 98.21334838867188, Phase Shift: 1.2611686178923354e-44, Phase: 830.388671875
0:05:11.928165: Frequency: 0.641640841960907, Amplitude: 49.000038146972656, Offset: 98.20458984375, Phase Shift: 1.2611686178923354e-44, Phase: 830.7340087890625
0:05:12.037521: Frequency: 0.6613413095474243, Amplitude: 49.000038146972656, Offset: 98.19334411621094, Phase Shift: 1.2611686178923354e-44, Phase: 831.1901245117188
0:05:12.131284: Frequency: 0.6757472157478333, Amplitude: 49.000038146972656, Offset: 98.18511962890625, Phase Shift: 1.2611686178923354e-44, Phase: 831.5494384765625
0:05:12.209408: Frequency: 0.6892231702804565, Amplitude: 49.000038146972656, Offset: 98.17742156982422, Phase Shift: 1.2611686178923354e-44, Phase: 831.9078979492188
0:05:12.303163: Frequency: 0.7027469873428345, Amplitude: 49.000038146972656, Offset: 98.1697006225586, Phase Shift: 1.2611686178923354e-44, Phase: 832.2908935546875
0:05:12.428165: Frequency: 0.7205133438110352, Amplitude: 49.000038146972656, Offset: 98.15955352783203, Phase Shift: 1.2611686178923354e-44, Phase: 832.8341064453125
0:05:12.506285: Frequency: 0.7311714291572571, Amplitude: 49.000038146972656, Offset: 98.1534652709961, Phase Shift: 1.2611686178923354e-44, Phase: 833.1839599609375
0:05:12.584408: Frequency: 0.7422124743461609, Amplitude: 49.000038146972656, Offset: 98.14715576171875, Phase Shift: 1.2611686178923354e-44, Phase: 833.5667114257812
0:05:12.678158: Frequency: 0.7534303665161133, Amplitude: 49.000038146972656, Offset: 98.14075469970703, Phase Shift: 1.2611686178923354e-44, Phase: 833.9786987304688
0:05:12.787541: Frequency: 0.7678144574165344, Amplitude: 49.000038146972656, Offset: 98.1325454711914, Phase Shift: 1.2611686178923354e-44, Phase: 834.5455932617188
0:05:12.881289: Frequency: 0.7773503661155701, Amplitude: 49.000038146972656, Offset: 98.1270980834961, Phase Shift: 1.2611686178923354e-44, Phase: 834.947265625
0:05:12.975037: Frequency: 0.7899118661880493, Amplitude: 49.000038146972656, Offset: 98.11993408203125, Phase Shift: 1.2611686178923354e-44, Phase: 835.511962890625
0:05:13.068786: Frequency: 0.7988490462303162, Amplitude: 49.000038146972656, Offset: 98.11483001708984, Phase Shift: 1.2611686178923354e-44, Phase: 835.9400634765625
0:05:13.146923: Frequency: 0.8062245845794678, Amplitude: 49.000038146972656, Offset: 98.1106185913086, Phase Shift: 1.2611686178923354e-44, Phase: 836.3123168945312
0:05:13.240665: Frequency: 0.8144673705101013, Amplitude: 49.000038146972656, Offset: 98.10591125488281, Phase Shift: 1.2611686178923354e-44, Phase: 836.7490844726562
0:05:13.350037: Frequency: 0.8253783583641052, Amplitude: 49.000038146972656, Offset: 98.09967803955078, Phase Shift: 1.2611686178923354e-44, Phase: 837.365966796875
0:05:13.428163: Frequency: 0.8324645161628723, Amplitude: 49.000038146972656, Offset: 98.09563446044922, Phase Shift: 1.2611686178923354e-44, Phase: 837.7921752929688
0:05:13.553164: Frequency: 0.8420774340629578, Amplitude: 49.000038146972656, Offset: 98.09014892578125, Phase Shift: 1.2611686178923354e-44, Phase: 838.406494140625
0:05:13.631286: Frequency: 0.8479456901550293, Amplitude: 49.000038146972656, Offset: 98.08679962158203, Phase Shift: 1.2611686178923354e-44, Phase: 838.803955078125
0:05:13.709416: Frequency: 0.8544139266014099, Amplitude: 49.000038146972656, Offset: 98.0831069946289, Phase Shift: 1.2611686178923354e-44, Phase: 839.2630004882812
0:05:13.787543: Frequency: 0.860464334487915, Amplitude: 49.000038146972656, Offset: 98.07965087890625, Phase Shift: 1.2611686178923354e-44, Phase: 839.7147216796875
0:05:13.928166: Frequency: 0.869138777256012, Amplitude: 49.000038146972656, Offset: 98.07469940185547, Phase Shift: 1.2611686178923354e-44, Phase: 840.4036865234375
0:05:13.990663: Frequency: 0.8746412992477417, Amplitude: 49.000038146972656, Offset: 98.0715560913086, Phase Shift: 1.2611686178923354e-44, Phase: 840.8685913085938
0:05:14.100041: Frequency: 0.879973828792572, Amplitude: 49.000038146972656, Offset: 98.06851196289062, Phase Shift: 1.2611686178923354e-44, Phase: 841.3419799804688
0:05:14.162571: Frequency: 0.8843747973442078, Amplitude: 49.000038146972656, Offset: 98.06600189208984, Phase Shift: 1.2611686178923354e-44, Phase: 841.7515869140625
0:05:14.287545: Frequency: 0.8915072679519653, Amplitude: 49.000038146972656, Offset: 98.06192779541016, Phase Shift: 1.2611686178923354e-44, Phase: 842.4536743164062
0:05:14.381290: Frequency: 0.8958567380905151, Amplitude: 49.000038146972656, Offset: 98.0594482421875, Phase Shift: 1.2611686178923354e-44, Phase: 842.907958984375
0:05:14.459413: Frequency: 0.9003886580467224, Amplitude: 49.000038146972656, Offset: 98.0568618774414, Phase Shift: 1.2611686178923354e-44, Phase: 843.4039306640625
0:05:14.584421: Frequency: 0.9061042070388794, Amplitude: 49.000038146972656, Offset: 98.05359649658203, Phase Shift: 1.2611686178923354e-44, Phase: 844.0671997070312
0:05:14.662544: Frequency: 0.9100064635276794, Amplitude: 49.000038146972656, Offset: 98.0513687133789, Phase Shift: 1.2611686178923354e-44, Phase: 844.5459594726562
0:05:14.740716: Frequency: 0.9133505821228027, Amplitude: 49.000038146972656, Offset: 98.0494613647461, Phase Shift: 1.2611686178923354e-44, Phase: 844.9751586914062
0:05:14.818807: Frequency: 0.9170364141464233, Amplitude: 49.000038146972656, Offset: 98.04736328125, Phase Shift: 1.2611686178923354e-44, Phase: 845.4691772460938
0:05:14.943791: Frequency: 0.9216768145561218, Amplitude: 49.000038146972656, Offset: 98.04471588134766, Phase Shift: 1.2611686178923354e-44, Phase: 846.1271362304688
0:05:15.021921: Frequency: 0.9250085949897766, Amplitude: 49.000038146972656, Offset: 98.04281616210938, Phase Shift: 1.2611686178923354e-44, Phase: 846.6256713867188
0:05:15.146920: Frequency: 0.9294546842575073, Amplitude: 49.000038146972656, Offset: 98.04027557373047, Phase Shift: 1.2611686178923354e-44, Phase: 847.3300170898438
0:05:15.225044: Frequency: 0.932041347026825, Amplitude: 49.000038146972656, Offset: 98.03880310058594, Phase Shift: 1.2611686178923354e-44, Phase: 847.762451171875
0:05:15.303164: Frequency: 0.9348989129066467, Amplitude: 49.000038146972656, Offset: 98.03717041015625, Phase Shift: 1.2611686178923354e-44, Phase: 848.2606201171875
0:05:15.381288: Frequency: 0.9377637505531311, Amplitude: 49.000038146972656, Offset: 98.03553009033203, Phase Shift: 1.2611686178923354e-44, Phase: 848.7838134765625
0:05:15.521828: Frequency: 0.9414834976196289, Amplitude: 49.000038146972656, Offset: 98.03340911865234, Phase Shift: 1.2611686178923354e-44, Phase: 849.503662109375
0:05:15.599944: Frequency: 0.9440298676490784, Amplitude: 49.000038146972656, Offset: 98.0319595336914, Phase Shift: 1.2611686178923354e-44, Phase: 850.0245361328125
0:05:15.693693: Frequency: 0.946438193321228, Amplitude: 49.000038146972656, Offset: 98.03058624267578, Phase Shift: 1.2611686178923354e-44, Phase: 850.5408935546875
0:05:15.771913: Frequency: 0.9487166404724121, Amplitude: 49.000038146972656, Offset: 98.02928924560547, Phase Shift: 1.2611686178923354e-44, Phase: 851.0526123046875
0:05:15.896912: Frequency: 0.9515849351882935, Amplitude: 49.000038146972656, Offset: 98.02764892578125, Phase Shift: 1.2611686178923354e-44, Phase: 851.73291015625
0:05:15.975032: Frequency: 0.9536207318305969, Amplitude: 49.000038146972656, Offset: 98.02648162841797, Phase Shift: 1.2611686178923354e-44, Phase: 852.2413940429688
0:05:16.068799: Frequency: 0.9556162357330322, Amplitude: 49.000038146972656, Offset: 98.02533721923828, Phase Shift: 1.2611686178923354e-44, Phase: 852.762939453125
0:05:16.146923: Frequency: 0.9553828239440918, Amplitude: 49.000038146972656, Offset: 98.02428436279297, Phase Shift: 1.2611686178923354e-44, Phase: 853.2672729492188
0:05:16.271916: Frequency: 0.9520460963249207, Amplitude: 49.000038146972656, Offset: 98.02281951904297, Phase Shift: 1.2611686178923354e-44, Phase: 854.0047607421875
0:05:16.350043: Frequency: 0.9483548998832703, Amplitude: 49.000038146972656, Offset: 98.0219955444336, Phase Shift: 1.2611686178923354e-44, Phase: 854.4409790039062
0:05:16.412538: Frequency: 0.9419715404510498, Amplitude: 49.000038146972656, Offset: 98.02104949951172, Phase Shift: 1.2611686178923354e-44, Phase: 854.95849609375
0:05:16.506292: Frequency: 0.9314413666725159, Amplitude: 49.000038146972656, Offset: 98.02013397216797, Phase Shift: 1.2611686178923354e-44, Phase: 855.4779052734375
0:05:16.615668: Frequency: 0.9099224209785461, Amplitude: 49.000038146972656, Offset: 98.01900482177734, Phase Shift: 1.2611686178923354e-44, Phase: 856.145751953125
0:05:16.725038: Frequency: 0.8818506002426147, Amplitude: 49.000038146972656, Offset: 98.01819610595703, Phase Shift: 1.2611686178923354e-44, Phase: 856.6336059570312
0:05:16.803166: Frequency: 0.8460653424263, Amplitude: 49.000038146972656, Offset: 98.0174560546875, Phase Shift: 1.2611686178923354e-44, Phase: 857.0833129882812
0:05:16.912543: Frequency: 0.7983347177505493, Amplitude: 49.000038146972656, Offset: 98.01647186279297, Phase Shift: 1.2611686178923354e-44, Phase: 857.68310546875
0:05:17.006298: Frequency: 0.7651559710502625, Amplitude: 49.000038146972656, Offset: 98.01579284667969, Phase Shift: 1.2611686178923354e-44, Phase: 858.1000366210938
0:05:17.084410: Frequency: 0.7322335839271545, Amplitude: 49.000038146972656, Offset: 98.01510620117188, Phase Shift: 1.2611686178923354e-44, Phase: 858.5137939453125
0:05:17.178167: Frequency: 0.7007266879081726, Amplitude: 49.000038146972656, Offset: 98.01445007324219, Phase Shift: 1.2611686178923354e-44, Phase: 858.90966796875
0:05:17.303164: Frequency: 0.6575009822845459, Amplitude: 49.000038146972656, Offset: 98.01355743408203, Phase Shift: 1.2611686178923354e-44, Phase: 859.4528198242188
0:05:17.365674: Frequency: 0.6330708861351013, Amplitude: 49.000038146972656, Offset: 98.01305389404297, Phase Shift: 1.2611686178923354e-44, Phase: 859.759765625
0:05:17.459417: Frequency: 0.6061412692070007, Amplitude: 49.000038146972656, Offset: 98.01249694824219, Phase Shift: 1.2611686178923354e-44, Phase: 860.0982055664062
0:05:17.584412: Frequency: 0.5704947113990784, Amplitude: 49.000038146972656, Offset: 98.01177215576172, Phase Shift: 1.2611686178923354e-44, Phase: 860.546142578125
0:05:17.662542: Frequency: 0.5492956638336182, Amplitude: 49.000038146972656, Offset: 98.01133728027344, Phase Shift: 1.2611686178923354e-44, Phase: 860.8125610351562
0:05:17.740671: Frequency: 0.5251222252845764, Amplitude: 49.000038146972656, Offset: 98.01083374023438, Phase Shift: 1.2611686178923354e-44, Phase: 861.1163330078125
0:05:17.834413: Frequency: 0.5018240809440613, Amplitude: 49.000038146972656, Offset: 98.01034545898438, Phase Shift: 1.2611686178923354e-44, Phase: 861.4091186523438
0:05:17.928163: Frequency: 0.4780210554599762, Amplitude: 49.00003433227539, Offset: 98.00984954833984, Phase Shift: 1.2611686178923354e-44, Phase: 861.708251953125
0:05:18.037551: Frequency: 0.45059284567832947, Amplitude: 49.00003433227539, Offset: 98.00928497314453, Phase Shift: 1.2611686178923354e-44, Phase: 862.0529174804688
0:05:18.131288: Frequency: 0.43186652660369873, Amplitude: 49.00003433227539, Offset: 98.00890350341797, Phase Shift: 1.2611686178923354e-44, Phase: 862.2882690429688
0:05:18.209408: Frequency: 0.4160313904285431, Amplitude: 49.00003433227539, Offset: 98.00857543945312, Phase Shift: 1.2611686178923354e-44, Phase: 862.4873046875
0:05:18.334416: Frequency: 0.39036765694618225, Amplitude: 49.00003433227539, Offset: 98.00804138183594, Phase Shift: 1.2611686178923354e-44, Phase: 862.809814453125
0:05:18.396915: Frequency: 0.37662845849990845, Amplitude: 49.00003433227539, Offset: 98.00775909423828, Phase Shift: 1.2611686178923354e-44, Phase: 862.9824829101562
0:05:18.521913: Frequency: 0.35538092255592346, Amplitude: 49.00003433227539, Offset: 98.00732421875, Phase Shift: 1.2611686178923354e-44, Phase: 863.2494506835938
0:05:18.600048: Frequency: 0.3404371440410614, Amplitude: 49.00003433227539, Offset: 98.00701141357422, Phase Shift: 1.2611686178923354e-44, Phase: 863.4371948242188
0:05:18.678165: Frequency: 0.32845526933670044, Amplitude: 49.00003433227539, Offset: 98.00676727294922, Phase Shift: 1.2611686178923354e-44, Phase: 863.5877685546875
0:05:18.787553: Frequency: 0.3102421760559082, Amplitude: 49.00003433227539, Offset: 98.00639343261719, Phase Shift: 1.2611686178923354e-44, Phase: 863.816650390625
0:05:18.865670: Frequency: 0.29704487323760986, Amplitude: 49.00003433227539, Offset: 98.00611877441406, Phase Shift: 1.2611686178923354e-44, Phase: 863.9824829101562
0:05:18.959416: Frequency: 0.28411865234375, Amplitude: 49.00003433227539, Offset: 98.00585174560547, Phase Shift: 1.2611686178923354e-44, Phase: 864.1448974609375
0:05:19.037565: Frequency: 0.27203261852264404, Amplitude: 49.00003433227539, Offset: 98.00560760498047, Phase Shift: 1.2611686178923354e-44, Phase: 864.2967529296875
0:05:19.162556: Frequency: 0.25512152910232544, Amplitude: 49.00003433227539, Offset: 98.00526428222656, Phase Shift: 1.2611686178923354e-44, Phase: 864.5092163085938
0:05:19.256284: Frequency: 0.24489369988441467, Amplitude: 49.00003433227539, Offset: 98.00505065917969, Phase Shift: 1.2611686178923354e-44, Phase: 864.6377563476562
0:05:19.334417: Frequency: 0.23435665667057037, Amplitude: 49.00003433227539, Offset: 98.00483703613281, Phase Shift: 1.2611686178923354e-44, Phase: 864.7701416015625
0:05:19.428163: Frequency: 0.22450195252895355, Amplitude: 49.00003433227539, Offset: 98.004638671875, Phase Shift: 1.2611686178923354e-44, Phase: 864.8939819335938
0:05:19.537550: Frequency: 0.21183671057224274, Amplitude: 49.00003433227539, Offset: 98.00437927246094, Phase Shift: 1.2611686178923354e-44, Phase: 865.0531616210938
0:05:19.631287: Frequency: 0.20292897522449493, Amplitude: 49.00003433227539, Offset: 98.00419616699219, Phase Shift: 1.2611686178923354e-44, Phase: 865.1651000976562
0:05:19.709407: Frequency: 0.19419723749160767, Amplitude: 49.00003433227539, Offset: 98.00401306152344, Phase Shift: 1.2611686178923354e-44, Phase: 865.2748413085938
0:05:19.787533: Frequency: 0.18622155487537384, Amplitude: 49.00003433227539, Offset: 98.00385284423828, Phase Shift: 1.2611686178923354e-44, Phase: 865.3750610351562
0:05:19.928170: Frequency: 0.17455561459064484, Amplitude: 49.00003433227539, Offset: 98.00361633300781, Phase Shift: 1.2611686178923354e-44, Phase: 865.5216674804688
0:05:19.990664: Frequency: 0.16789858043193817, Amplitude: 49.00003433227539, Offset: 98.00347900390625, Phase Shift: 1.2611686178923354e-44, Phase: 865.6053466796875
0:05:20.084411: Frequency: 0.16092070937156677, Amplitude: 49.00003433227539, Offset: 98.00333404541016, Phase Shift: 1.2611686178923354e-44, Phase: 865.6930541992188
0:05:20.193791: Frequency: 0.15199662744998932, Amplitude: 49.00003433227539, Offset: 98.0031509399414, Phase Shift: 1.2611686178923354e-44, Phase: 865.80517578125
0:05:20.287908: Frequency: 0.14553087949752808, Amplitude: 49.00003433227539, Offset: 98.00302124023438, Phase Shift: 1.2611686178923354e-44, Phase: 865.8864135742188
0:05:20.366051: Frequency: 0.1393403261899948, Amplitude: 44.87663269042969, Offset: 97.66259002685547, Phase Shift: 1.2611686178923354e-44, Phase: 865.9641723632812
0:05:20.459784: Frequency: 0.1334812045097351, Amplitude: 41.1430778503418, Offset: 97.34038543701172, Phase Shift: 1.2611686178923354e-44, Phase: 866.0377807617188
0:05:20.584786: Frequency: 0.12499140948057175, Amplitude: 36.022735595703125, Offset: 96.8735122680664, Phase Shift: 1.2611686178923354e-44, Phase: 866.14453125
0:05:20.662904: Frequency: 0.11949116736650467, Amplitude: 32.888038635253906, Offset: 96.571044921875, Phase Shift: 1.2611686178923354e-44, Phase: 866.213623046875
0:05:20.756661: Frequency: 0.11434976011514664, Amplitude: 30.088937759399414, Offset: 96.2883071899414, Phase Shift: 1.2611686178923354e-44, Phase: 866.2782592773438
0:05:20.850415: Frequency: 0.10948532074689865, Amplitude: 27.55665397644043, Offset: 96.02080535888672, Phase Shift: 1.2611686178923354e-44, Phase: 866.33935546875
0:05:20.928532: Frequency: 0.10477448999881744, Amplitude: 25.211360931396484, Offset: 95.76174926757812, Phase Shift: 1.2611686178923354e-44, Phase: 866.3985595703125
0:05:21.006978: Frequency: 0.10036882758140564, Amplitude: 23.113876342773438, Offset: 95.51947784423828, Phase Shift: 1.2611686178923354e-44, Phase: 866.4539184570312
0:05:21.147692: Frequency: 0.09417742490768433, Amplitude: 20.322111129760742, Offset: 95.17900085449219, Phase Shift: 1.2611686178923354e-44, Phase: 866.53173828125
0:05:21.225817: Frequency: 0.09026341140270233, Amplitude: 18.650821685791016, Offset: 94.96376037597656, Phase Shift: 1.2611686178923354e-44, Phase: 866.5809326171875
0:05:21.319579: Frequency: 0.08637960255146027, Amplitude: 17.06344985961914, Offset: 94.75018310546875, Phase Shift: 1.2611686178923354e-44, Phase: 866.6296997070312
0:05:21.397692: Frequency: 0.08262062072753906, Amplitude: 15.594832420349121, Offset: 94.54347229003906, Phase Shift: 1.2611686178923354e-44, Phase: 866.6768798828125
0:05:21.491442: Frequency: 0.07910604029893875, Amplitude: 14.282448768615723, Offset: 94.3501968383789, Phase Shift: 1.2611686178923354e-44, Phase: 866.7210693359375
0:05:21.616439: Frequency: 0.07418833673000336, Amplitude: 12.544249534606934, Offset: 94.07975769042969, Phase Shift: 1.2611686178923354e-44, Phase: 866.7828979492188
0:05:21.694474: Frequency: 0.07117772102355957, Amplitude: 11.536657333374023, Offset: 93.91419982910156, Phase Shift: 1.2611686178923354e-44, Phase: 866.8206787109375
0:05:21.772706: Frequency: 0.06814981997013092, Amplitude: 10.5657320022583, Offset: 93.74768829345703, Phase Shift: 1.2611686178923354e-44, Phase: 866.8587036132812
0:05:21.866436: Frequency: 0.0653175637125969, Amplitude: 9.696837425231934, Offset: 93.5919418334961, Phase Shift: 1.2611686178923354e-44, Phase: 866.894287109375
0:05:21.975723: Frequency: 0.061538632959127426, Amplitude: 8.596744537353516, Offset: 93.3841323852539, Phase Shift: 1.2611686178923354e-44, Phase: 866.9417724609375
0:05:22.053938: Frequency: 0.05925191938877106, Amplitude: 7.963714599609375, Offset: 93.25838470458984, Phase Shift: 1.2611686178923354e-44, Phase: 866.9705200195312
0:05:22.147690: Frequency: 0.056731414049863815, Amplitude: 7.2935285568237305, Offset: 93.11978149414062, Phase Shift: 1.2611686178923354e-44, Phase: 867.0021362304688
0:05:22.225826: Frequency: 0.05423494800925255, Amplitude: 6.6588454246521, Offset: 92.98249053955078, Phase Shift: 1.2611686178923354e-44, Phase: 867.0335083007812
0:05:22.366444: Frequency: 0.05081140995025635, Amplitude: 5.836236000061035, Offset: 92.79421997070312, Phase Shift: 1.2611686178923354e-44, Phase: 867.0765380859375
0:05:22.444564: Frequency: 0.048649802803993225, Amplitude: 5.345017433166504, Offset: 92.67534637451172, Phase Shift: 1.2611686178923354e-44, Phase: 867.1036987304688
0:05:22.522698: Frequency: 0.04660407826304436, Amplitude: 4.9003119468688965, Offset: 92.56285095214844, Phase Shift: 1.2611686178923354e-44, Phase: 867.12939453125
0:05:22.616443: Frequency: 0.044644422829151154, Amplitude: 4.492625713348389, Offset: 92.45508575439453, Phase Shift: 1.2611686178923354e-44, Phase: 867.1539916992188
0:05:22.725823: Frequency: 0.042168594896793365, Amplitude: 4.003593921661377, Offset: 92.31893157958984, Phase Shift: 1.2611686178923354e-44, Phase: 867.1851196289062
0:05:22.819575: Frequency: 0.04041609913110733, Amplitude: 3.6743505001068115, Offset: 92.2225570678711, Phase Shift: 1.2611686178923354e-44, Phase: 867.2071533203125
0:05:22.897688: Frequency: 0.038736436516046524, Amplitude: 3.372182846069336, Offset: 92.13018798828125, Phase Shift: 1.2611686178923354e-44, Phase: 867.228271484375
0:05:22.991440: Frequency: 0.03706972301006317, Amplitude: 3.0851831436157227, Offset: 92.03852844238281, Phase Shift: 1.2611686178923354e-44, Phase: 867.2492065429688
0:05:23.100831: Frequency: 0.03492496535181999, Amplitude: 2.735140800476074, Offset: 91.92058563232422, Phase Shift: 1.2611686178923354e-44, Phase: 867.2761840820312
0:05:23.178950: Frequency: 0.033507682383060455, Amplitude: 2.5154459476470947, Offset: 91.8426513671875, Phase Shift: 1.2611686178923354e-44, Phase: 867.2940063476562
0:05:23.272697: Frequency: 0.03211512789130211, Amplitude: 2.3085832595825195, Offset: 91.76606750488281, Phase Shift: 1.2611686178923354e-44, Phase: 867.3114624023438
0:05:23.382071: Frequency: 0.03034963086247444, Amplitude: 2.059438705444336, Offset: 91.66898345947266, Phase Shift: 1.2611686178923354e-44, Phase: 867.3336791992188
0:05:23.460201: Frequency: 0.02905859611928463, Amplitude: 1.8861266374588013, Offset: 91.59798431396484, Phase Shift: 1.2611686178923354e-44, Phase: 867.3499145507812
0:05:23.553946: Frequency: 0.027893636375665665, Amplitude: 1.7364436388015747, Offset: 91.53392028808594, Phase Shift: 1.2611686178923354e-44, Phase: 867.3645629882812
0:05:23.663315: Frequency: 0.026279782876372337, Amplitude: 1.5394281148910522, Offset: 91.44517517089844, Phase Shift: 1.2611686178923354e-44, Phase: 867.3848876953125
0:05:23.741447: Frequency: 0.025200484320521355, Amplitude: 1.414306402206421, Offset: 91.38581848144531, Phase Shift: 1.2611686178923354e-44, Phase: 867.3984985351562
0:05:23.835189: Frequency: 0.024140842258930206, Amplitude: 1.2966445684432983, Offset: 91.32755279541016, Phase Shift: 1.2611686178923354e-44, Phase: 867.411865234375
0:05:23.960193: Frequency: 0.022651677951216698, Amplitude: 1.1400318145751953, Offset: 91.24565887451172, Phase Shift: 1.2611686178923354e-44, Phase: 867.4306030273438
0:05:24.038330: Frequency: 0.02181008830666542, Amplitude: 1.0561094284057617, Offset: 91.19937896728516, Phase Shift: 1.2611686178923354e-44, Phase: 867.441162109375
0:05:24.100822: Frequency: 0.020903661847114563, Amplitude: 0.9692549705505371, Offset: 91.14952850341797, Phase Shift: 1.2611686178923354e-44, Phase: 867.4525756835938
0:05:24.210196: Frequency: 0.019754504784941673, Amplitude: 0.8646520972251892, Offset: 91.08633422851562, Phase Shift: 1.2611686178923354e-44, Phase: 867.4669799804688
0:05:24.319572: Frequency: 0.01890449784696102, Amplitude: 0.7910581231117249, Offset: 91.03958892822266, Phase Shift: 1.2611686178923354e-44, Phase: 867.4776611328125
0:05:24.397694: Frequency: 0.018137358129024506, Amplitude: 0.7275211215019226, Offset: 90.99740600585938, Phase Shift: 1.2611686178923354e-44, Phase: 867.4873046875
0:05:24.522724: Frequency: 0.01708798110485077, Amplitude: 0.644977867603302, Offset: 90.939697265625, Phase Shift: 1.2611686178923354e-44, Phase: 867.5004272460938
