0:00:00.056843: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127105.25
0:00:00.155607: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127105.875
0:00:00.256338: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127106.515625
0:00:00.371242: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127107.2421875
0:00:00.484146: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127107.953125
0:00:00.569849: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127108.484375
0:00:00.681714: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127109.1953125
0:00:00.775911: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127109.796875
0:00:00.864548: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127110.3515625
0:00:00.978495: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127111.0703125
0:00:01.076883: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127111.6953125
0:00:01.177538: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127112.3359375
0:00:01.267111: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127112.890625
0:00:01.382950: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127113.625
0:00:01.495024: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127114.3359375
0:00:01.578397: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127114.8671875
0:00:01.676800: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127115.4921875
0:00:01.783963: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127116.1640625
0:00:01.891218: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127116.8359375
0:00:01.987406: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127117.4453125
0:00:02.080102: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127118.03125
0:00:02.189992: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127118.71875
0:00:02.298212: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127119.40625
0:00:02.399042: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127120.03125
0:00:02.488411: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127120.59375
0:00:02.607515: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127121.34375
0:00:02.700231: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127121.9296875
0:00:02.786716: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127122.4765625
0:00:02.912716: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127123.265625
0:00:03.004134: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127123.8359375
0:00:03.114984: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127124.5390625
0:00:03.202556: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127125.09375
0:00:03.312536: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127125.7890625
0:00:03.396879: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127126.3203125
0:00:03.497590: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127126.9609375
0:00:03.619062: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127127.7265625
0:00:03.718720: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127128.3515625
0:00:03.807105: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127128.9140625
0:00:03.918553: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127129.609375
0:00:04.015837: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127130.2265625
0:00:04.123270: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127130.90625
0:00:04.208622: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127131.453125
0:00:04.324577: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127132.1875
0:00:04.403427: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127132.6875
0:00:04.512616: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127133.375
0:00:04.627813: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127134.1015625
0:00:04.713121: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127134.6484375
0:00:04.821996: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127135.3359375
0:00:04.933001: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127136.0390625
0:00:05.020439: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127136.5859375
0:00:05.118859: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127137.2109375
0:00:05.218192: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127137.8359375
0:00:05.331384: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127138.5546875
0:00:05.417750: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127139.09375
0:00:05.516431: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127139.7265625
0:00:05.628366: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127140.4375
0:00:05.720235: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.00016021728516, Phase Shift: 1.401298464324817e-44, Phase: 127141.015625
