0:00:00.044840: Frequency: 0.0, Amplitude: 39.999942779541016, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11883.8857421875
0:00:00.133832: Frequency: 0.0, Amplitude: 36.65721893310547, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11884.42578125
0:00:00.241756: Frequency: 0.0, Amplitude: 33.24736404418945, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11885.029296875
0:00:00.345152: Frequency: 0.0, Amplitude: 29.950876235961914, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11885.6767578125
0:00:00.457867: Frequency: 0.0, Amplitude: 26.429811477661133, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11886.4501953125
0:00:00.536621: Frequency: 0.0, Amplitude: 24.61115074157715, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11886.890625
0:00:00.638637: Frequency: 0.0, Amplitude: 22.230056762695312, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11887.5185546875
0:00:00.723466: Frequency: 0.0, Amplitude: 20.393503189086914, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11888.0537109375
0:00:00.808250: Frequency: 0.0, Amplitude: 18.458221435546875, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11888.6689453125
0:00:00.920643: Frequency: 0.0, Amplitude: 16.689620971679688, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11889.291015625
0:00:01.009293: Frequency: 0.0, Amplitude: 15.106232643127441, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11889.9072265625
0:00:01.099961: Frequency: 0.0, Amplitude: 13.77145767211914, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11890.4794921875
0:00:01.216844: Frequency: 0.0, Amplitude: 12.216897010803223, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11891.220703125
0:00:01.292605: Frequency: 0.0, Amplitude: 11.364206314086914, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11891.6669921875
0:00:01.394260: Frequency: 0.0, Amplitude: 10.275196075439453, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11892.2890625
0:00:01.457482: Frequency: 0.0, Amplitude: 9.558172225952148, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11892.7353515625
0:00:01.591162: Frequency: 0.0, Amplitude: 8.382964134216309, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11893.5458984375
0:00:01.671464: Frequency: 0.0, Amplitude: 7.698173522949219, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11894.0732421875
0:00:01.792997: Frequency: 0.0, Amplitude: 6.871511459350586, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11894.77734375
0:00:01.870111: Frequency: 0.0, Amplitude: 6.310308456420898, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11895.3056640625
0:00:01.983349: Frequency: 0.0, Amplitude: 5.711479663848877, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11895.9208984375
0:00:02.059190: Frequency: 0.0, Amplitude: 5.234214782714844, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11896.4609375
0:00:02.148586: Frequency: 0.0, Amplitude: 4.737559795379639, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11897.0771484375
0:00:02.258977: Frequency: 0.0, Amplitude: 4.27916145324707, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11897.7060546875
0:00:02.342801: Frequency: 0.0, Amplitude: 3.9094929695129395, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11898.2646484375
0:00:02.450703: Frequency: 0.0, Amplitude: 3.4642558097839355, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11899.0126953125
0:00:02.559217: Frequency: 0.0, Amplitude: 3.1450581550598145, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11899.609375
0:00:02.633204: Frequency: 0.0, Amplitude: 2.8852267265319824, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11900.14453125
0:00:02.733931: Frequency: 0.0, Amplitude: 2.5991556644439697, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11900.7919921875
0:00:02.841664: Frequency: 0.0, Amplitude: 2.347665786743164, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11901.4208984375
0:00:02.905774: Frequency: 0.0, Amplitude: 2.206636905670166, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11901.8046875
0:00:03.024424: Frequency: 0.0, Amplitude: 1.9512808322906494, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11902.5654296875
0:00:03.101222: Frequency: 0.0, Amplitude: 1.8170112371444702, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11903.005859375
0:00:03.209284: Frequency: 0.0, Amplitude: 1.6429328918457031, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11903.6279296875
0:00:03.288075: Frequency: 0.0, Amplitude: 1.4855144023895264, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11904.2509765625
0:00:03.372185: Frequency: 0.0, Amplitude: 1.3669692277908325, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11904.7666015625
0:00:03.516206: Frequency: 0.0, Amplitude: 1.203840970993042, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11905.552734375
0:00:03.570154: Frequency: 0.0, Amplitude: 1.1232943534851074, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11905.9794921875
0:00:03.659720: Frequency: 0.0, Amplitude: 1.0283666849136353, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11906.5263671875
0:00:03.759089: Frequency: 0.0, Amplitude: 0.9298442602157593, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11907.1484375
0:00:03.842500: Frequency: 0.0, Amplitude: 0.8441935181617737, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11907.7451171875
0:00:03.927581: Frequency: 0.0, Amplitude: 0.77444988489151, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11908.2802734375
0:00:04.059519: Frequency: 0.0, Amplitude: 0.6799283027648926, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11909.083984375
0:00:04.127214: Frequency: 0.0, Amplitude: 0.6417244672775269, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11909.4423828125
0:00:04.229217: Frequency: 0.0, Amplitude: 0.5698292255401611, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11910.177734375
0:00:04.327003: Frequency: 0.0, Amplitude: 0.5184144973754883, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11910.7626953125
0:00:04.417227: Frequency: 0.0, Amplitude: 0.4697144031524658, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11911.3720703125
0:00:04.497617: Frequency: 0.0, Amplitude: 0.4373980462551117, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11911.8115234375
0:00:04.595702: Frequency: 0.0, Amplitude: 0.39548301696777344, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11912.43359375
0:00:04.687078: Frequency: 0.0, Amplitude: 0.3601643443107605, Offset: 90.0001449584961, Phase Shift: 0.0, Phase: 11913.01171875
