0:00:00.235972: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124618.8046875
0:00:00.407445: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124619.75
0:00:00.526724: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124620.640625
0:00:00.649704: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124621.4296875
0:00:00.794329: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124622.3203125
0:00:00.880342: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124622.90625
0:00:00.975574: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124623.5078125
0:00:01.090731: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124624.234375
0:00:01.186054: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124624.8359375
0:00:01.302426: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124625.5625
0:00:01.411485: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124626.2578125
0:00:01.525527: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124626.984375
0:00:01.623493: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124627.6015625
0:00:01.729587: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124628.2734375
0:00:01.856468: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124629.0703125
0:00:01.963718: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124629.75
0:00:02.075583: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124630.4609375
0:00:02.173627: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124631.078125
0:00:02.280129: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124631.75
0:00:02.406816: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124632.546875
0:00:02.484564: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124633.0390625
0:00:02.617477: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124633.8671875
0:00:02.718063: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124634.5
0:00:02.837027: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124635.25
0:00:02.935755: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124635.8671875
0:00:03.057409: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124636.6328125
0:00:03.152278: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124637.2265625
0:00:03.259888: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124637.8984375
0:00:03.377467: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124638.640625
0:00:03.466095: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124639.1953125
0:00:03.577990: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124639.8984375
0:00:03.698509: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124640.6640625
0:00:03.798882: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124641.2890625
0:00:03.918957: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124642.0390625
0:00:04.030633: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124642.75
0:00:04.129574: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124643.3671875
0:00:04.227637: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124643.9765625
0:00:04.347598: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124644.734375
0:00:04.447523: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124645.3671875
0:00:04.568979: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124646.1328125
0:00:04.667325: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124646.734375
0:00:04.836643: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124647.671875
0:00:04.920690: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124648.34375
0:00:05.032858: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124649.0625
0:00:05.154066: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124649.828125
0:00:05.240484: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124650.375
0:00:05.357204: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124651.1015625
0:00:05.469408: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124651.8046875
0:00:05.581022: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124652.5078125
0:00:05.702726: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124653.2734375
0:00:05.797074: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124653.8671875
0:00:05.895655: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124654.4921875
0:00:06.009089: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124655.203125
0:00:06.135918: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124656.0
0:00:06.223093: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124656.5546875
0:00:06.348538: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124657.3359375
0:00:06.466324: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124658.0859375
0:00:06.552843: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124658.640625
0:00:06.675652: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124659.4140625
0:00:06.788763: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124660.1328125
0:00:06.882625: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124660.7265625
0:00:06.991130: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124661.40625
0:00:07.116069: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124662.1953125
0:00:07.219389: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124662.859375
0:00:07.338312: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124663.609375
0:00:07.447594: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124664.296875
0:00:07.545472: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124664.9140625
0:00:07.661983: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124665.6484375
0:00:07.759910: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124666.265625
0:00:07.861419: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124666.8984375
0:00:07.989386: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124667.7109375
0:00:08.089267: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124668.328125
0:00:08.202824: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124669.046875
0:00:08.313719: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124669.7421875
0:00:08.422860: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124670.4296875
0:00:08.519113: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124671.03125
0:00:08.640020: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124671.796875
0:00:08.740187: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124672.421875
0:00:08.864433: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124673.203125
0:00:08.981698: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124673.9453125
0:00:09.079183: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124674.5546875
0:00:09.173398: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124675.1484375
0:00:09.284326: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124675.8515625
0:00:09.396039: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124676.5625
0:00:09.504805: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124677.2421875
0:00:09.619090: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124677.96875
0:00:09.732889: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124678.6796875
0:00:09.822140: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124679.234375
0:00:09.932176: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124679.921875
0:00:10.059970: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124680.7265625
0:00:10.170455: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124681.4140625
0:00:10.255015: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124681.9609375
0:00:10.369298: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124682.6796875
0:00:10.476753: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124683.3515625
0:00:10.585152: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124684.03125
0:00:10.710017: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124684.828125
0:00:10.809359: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124685.453125
0:00:10.910513: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124686.09375
0:00:11.031542: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124686.8515625
0:00:11.129855: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124687.4765625
0:00:11.252499: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124688.2421875
0:00:11.349774: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124688.859375
0:00:11.471506: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124689.6328125
0:00:11.569766: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124690.2578125
0:00:11.692109: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124691.03125
0:00:11.790923: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124691.6484375
0:00:11.882185: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124692.2265625
0:00:11.997583: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124692.9453125
0:00:12.111205: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124693.6640625
0:00:12.224486: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124694.3828125
0:00:12.324115: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124695.0078125
0:00:12.435636: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124695.7109375
0:00:12.531159: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124696.3203125
0:00:12.647700: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124697.0625
0:00:12.753621: Frequency: 0.0, Amplitude: 1.401298464324817e-44, Offset: 90.0, Phase Shift: 1.401298464324817e-44, Phase: 124697.734375
