0:00:00.088172: Frequency: 0.0, Amplitude: 6.1258889752707116e-31, Offset: 90.00016021728516, Phase Shift: 4.7232985198243647e-32, Phase: 130609.96875
0:00:00.183789: Frequency: 0.0, Amplitude: 5.561751368796963e-31, Offset: 90.00016021728516, Phase Shift: 4.2883265248329535e-32, Phase: 130610.5625
0:00:00.305201: Frequency: 0.0, Amplitude: 4.913038354374772e-31, Offset: 90.00016021728516, Phase Shift: 3.788143686856088e-32, Phase: 130611.328125
0:00:00.386049: Frequency: 0.0, Amplitude: 4.525668296993497e-31, Offset: 90.00016021728516, Phase Shift: 3.4894661476122933e-32, Phase: 130611.8359375
0:00:00.497247: Frequency: 0.0, Amplitude: 4.0437240767156855e-31, Offset: 90.00016021728516, Phase Shift: 3.1178682856831763e-32, Phase: 130612.5390625
0:00:00.611185: Frequency: 0.0, Amplitude: 3.602065223334904e-31, Offset: 90.00016021728516, Phase Shift: 2.777332274227363e-32, Phase: 130613.2578125
0:00:00.696910: Frequency: 0.0, Amplitude: 3.301074722631714e-31, Offset: 90.00016021728516, Phase Shift: 2.545257069406808e-32, Phase: 130613.796875
0:00:00.810865: Frequency: 0.0, Amplitude: 2.940534853610217e-31, Offset: 90.00016021728516, Phase Shift: 2.267266761369547e-32, Phase: 130614.515625
0:00:00.896369: Frequency: 0.0, Amplitude: 2.694825031039757e-31, Offset: 90.00016021728516, Phase Shift: 2.0778149817098082e-32, Phase: 130615.0625
0:00:01.005851: Frequency: 0.0, Amplitude: 2.412867664667341e-31, Offset: 90.00016021728516, Phase Shift: 1.8604149422385065e-32, Phase: 130615.75
0:00:01.101220: Frequency: 0.0, Amplitude: 2.188422770002126e-31, Offset: 90.00016021728516, Phase Shift: 1.6873592516576247e-32, Phase: 130616.359375
0:00:01.208509: Frequency: 0.0, Amplitude: 1.9634859309510922e-31, Offset: 90.00016021728516, Phase Shift: 1.513924170275015e-32, Phase: 130617.0390625
0:00:01.303524: Frequency: 0.0, Amplitude: 1.782741449370917e-31, Offset: 90.00016021728516, Phase Shift: 1.3745629967028972e-32, Phase: 130617.640625
0:00:01.426192: Frequency: 0.0, Amplitude: 1.5731838380105612e-31, Offset: 90.00016021728516, Phase Shift: 1.2129858615210013e-32, Phase: 130618.4140625
0:00:01.523975: Frequency: 0.0, Amplitude: 1.4239133352230878e-31, Offset: 90.00016021728516, Phase Shift: 1.0978925484164187e-32, Phase: 130619.03125
0:00:01.625540: Frequency: 0.0, Amplitude: 1.284810623471357e-31, Offset: 90.00016021728516, Phase Shift: 9.906389744794547e-33, Phase: 130619.671875
0:00:01.713072: Frequency: 0.0, Amplitude: 1.1762410248339298e-31, Offset: 90.00016021728516, Phase Shift: 9.06927613653584e-33, Phase: 130620.21875
0:00:01.824495: Frequency: 0.0, Amplitude: 1.0488523493870133e-31, Offset: 90.00016021728516, Phase Shift: 8.08705950561163e-33, Phase: 130620.9375
0:00:01.907479: Frequency: 0.0, Amplitude: 9.641743795564614e-32, Offset: 90.00016021728516, Phase Shift: 7.434159821122192e-33, Phase: 130621.4609375
0:00:02.003808: Frequency: 0.0, Amplitude: 8.74509374942546e-32, Offset: 90.00016021728516, Phase Shift: 6.742808247049418e-33, Phase: 130622.0625
0:00:02.125955: Frequency: 0.0, Amplitude: 7.725080860892086e-32, Offset: 90.00016021728516, Phase Shift: 5.9563389761859665e-33, Phase: 130622.828125
0:00:02.224648: Frequency: 0.0, Amplitude: 6.984890876088905e-32, Offset: 90.00016021728516, Phase Shift: 5.385623611892284e-33, Phase: 130623.453125
0:00:02.316398: Frequency: 0.0, Amplitude: 6.361104807123076e-32, Offset: 90.00016021728516, Phase Shift: 4.904659812677775e-33, Phase: 130624.03125
0:00:02.418014: Frequency: 0.0, Amplitude: 5.736559368806616e-32, Offset: 90.00016021728516, Phase Shift: 4.423110470339763e-33, Phase: 130624.671875
0:00:02.531747: Frequency: 0.0, Amplitude: 5.115275927313688e-32, Offset: 90.00016021728516, Phase Shift: 3.944076318570526e-33, Phase: 130625.3828125
0:00:02.611681: Frequency: 0.0, Amplitude: 4.7168479945742274e-32, Offset: 90.00016021728516, Phase Shift: 3.6368726249266296e-33, Phase: 130625.8828125
0:00:02.723941: Frequency: 0.0, Amplitude: 4.2058682409850593e-32, Offset: 90.00016021728516, Phase Shift: 3.242887693491293e-33, Phase: 130626.59375
0:00:02.824477: Frequency: 0.0, Amplitude: 3.7988580239902456e-32, Offset: 90.00016021728516, Phase Shift: 2.929067252349213e-33, Phase: 130627.2265625
0:00:02.920238: Frequency: 0.0, Amplitude: 3.445281665953585e-32, Offset: 90.00016021728516, Phase Shift: 2.6564460514935313e-33, Phase: 130627.8203125
0:00:03.036216: Frequency: 0.0, Amplitude: 3.0626641322326847e-32, Offset: 90.00016021728516, Phase Shift: 2.361432968951631e-33, Phase: 130628.5546875
0:00:03.121510: Frequency: 0.0, Amplitude: 2.806752546839743e-32, Offset: 90.00016021728516, Phase Shift: 2.164115221906571e-33, Phase: 130629.09375
0:00:03.240623: Frequency: 0.0, Amplitude: 2.487330471039812e-32, Offset: 90.00016021728516, Phase Shift: 1.917828216916178e-33, Phase: 130629.8515625
0:00:03.325541: Frequency: 0.0, Amplitude: 2.2841902066015416e-32, Offset: 90.00016021728516, Phase Shift: 1.76119928846987e-33, Phase: 130630.390625
0:00:03.416080: Frequency: 0.0, Amplitude: 2.0823382839717724e-32, Offset: 90.00016021728516, Phase Shift: 1.6055636527500067e-33, Phase: 130630.9609375
0:00:03.528137: Frequency: 0.0, Amplitude: 1.8587282547818704e-32, Offset: 90.00016021728516, Phase Shift: 1.4331516004274978e-33, Phase: 130631.671875
0:00:03.644961: Frequency: 0.0, Amplitude: 1.65061329825092e-32, Offset: 90.00016021728516, Phase Shift: 1.2726867951421667e-33, Phase: 130632.3984375
0:00:03.737291: Frequency: 0.0, Amplitude: 1.5016696416676927e-32, Offset: 90.00016021728516, Phase Shift: 1.157845497006141e-33, Phase: 130632.984375
0:00:03.835133: Frequency: 0.0, Amplitude: 1.3592009018423823e-32, Offset: 90.00016021728516, Phase Shift: 1.0479965601122559e-33, Phase: 130633.6015625
0:00:03.924545: Frequency: 0.0, Amplitude: 1.241784885368972e-32, Offset: 90.00016021728516, Phase Shift: 9.574643014802427e-34, Phase: 130634.15625
0:00:04.045091: Frequency: 0.0, Amplitude: 1.0980926028612493e-32, Offset: 90.00016021728516, Phase Shift: 8.466720303698228e-34, Phase: 130634.921875
0:00:04.137142: Frequency: 0.0, Amplitude: 1.0000424150072545e-32, Offset: 90.00016021728516, Phase Shift: 7.71071580564626e-34, Phase: 130635.5
0:00:04.251053: Frequency: 0.0, Amplitude: 8.90817977854343e-33, Offset: 90.00016021728516, Phase Shift: 6.8685521634538245e-34, Phase: 130636.2265625
0:00:04.336784: Frequency: 0.0, Amplitude: 8.163816347984449e-33, Offset: 90.00016021728516, Phase Shift: 6.2946193425522465e-34, Phase: 130636.7734375
0:00:04.447277: Frequency: 0.0, Amplitude: 7.294649212830726e-33, Offset: 90.00016021728516, Phase Shift: 5.624457156178998e-34, Phase: 130637.4765625
0:00:04.540136: Frequency: 0.0, Amplitude: 6.643335711030928e-33, Offset: 90.00016021728516, Phase Shift: 5.122269439118409e-34, Phase: 130638.0546875
